charger_id,charger_type,power_kw,sockets,playa,daily_energy_kwh,peak_power_kw
MOTO_CH_022,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.2407754752124323
MOTO_CH_023,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.0792537792020047
MOTO_CH_024,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1955340585442773
MOTO_CH_025,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.168888867424506
MOTO_CH_026,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.1230818550813426
MOTO_CH_027,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.274008124464085
MOTO_CH_028,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.122356120177864
MOTO_CH_029,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.048847032768101
MOTO_CH_030,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1742482349940495
MOTO_CH_031,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.237771370357444
MOTO_CH_032,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.294761740930729
MOTO_CH_033,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1908972998767102
MOTO_CH_034,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1295609483405493
MOTO_CH_035,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.2348647543488633
MOTO_CH_036,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.214321477782912
MOTO_CH_037,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.224028141479998
MOTO_CH_038,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.2287709033670398
MOTO_CH_039,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.14949803849091
MOTO_CH_040,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,2.983159236973668
MOTO_CH_041,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1505425384701913
MOTO_CH_042,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1935541645376846
MOTO_CH_043,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.189133789503255
MOTO_CH_044,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.2381633202378293
MOTO_CH_045,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.0950339121446264
MOTO_CH_046,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.0403239042919443
MOTO_CH_047,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1994296872349555
MOTO_CH_048,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.155980539480634
MOTO_CH_049,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.268256375857387
MOTO_CH_050,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.266128175168144
MOTO_CH_051,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.2744785892984813
MOTO_CH_052,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.245432158895293
MOTO_CH_053,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1541924236780257
MOTO_CH_054,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.144638123313207
MOTO_CH_055,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.127692267205608
MOTO_CH_056,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1444630318557527
MOTO_CH_057,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,2.9883687653560633
MOTO_CH_058,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.176224254894476
MOTO_CH_059,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.144667990949309
MOTO_CH_060,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.0997281454643333
MOTO_CH_061,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1542633218763236
MOTO_CH_062,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.3283767403663895
MOTO_CH_063,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.179540131418283
MOTO_CH_064,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.126244311187871
MOTO_CH_065,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.177257451739683
MOTO_CH_066,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.2437519693894274
MOTO_CH_067,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.222102588560329
MOTO_CH_068,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.0671025844015802
MOTO_CH_069,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1229120787695064
MOTO_CH_070,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.1807457810648847
MOTO_CH_071,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.2168418526407083
MOTO_CH_072,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.188447466006658
MOTO_CH_073,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.2057033241966084
MOTO_CH_074,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.179541957819843
MOTO_CH_075,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.1117240667149684
MOTO_CH_076,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.2287531698767378
MOTO_CH_077,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1626128846538943
MOTO_CH_078,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.334840130864921
MOTO_CH_079,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714285,3.3250882675343894
MOTO_CH_080,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.102191802964761
MOTO_CH_081,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.111272177723921
MOTO_CH_082,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1688846975838025
MOTO_CH_083,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.2764505835967057
MOTO_CH_084,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.2521121760999456
MOTO_CH_085,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.2770308604434946
MOTO_CH_086,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714285,3.212280843542718
MOTO_CH_087,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.2830397110651446
MOTO_CH_088,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142865,3.077442870219583
MOTO_CH_089,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1616569233683096
MOTO_CH_090,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.0488378222277452
MOTO_CH_091,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.234199655516318
MOTO_CH_092,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.211065413994688
MOTO_CH_093,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.2140776800361786
MOTO_CH_094,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.11629119387941
MOTO_CH_095,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.206497886043353
MOTO_CH_096,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.1997290097334985
MOTO_CH_097,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.2116747211561476
MOTO_CH_098,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.1915498743418795
MOTO_CH_099,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.290914792993226
MOTO_CH_100,Level2_MOTO,7.4,1,Playa_Motos,23.91964285714286,3.285736313291113
MOTO_CH_101,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.161767138950935
MOTO_CH_102,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.004503031305476
MOTO_CH_103,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.196625974529241
MOTO_CH_104,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1256159156455703
MOTO_CH_105,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1489525769747413
MOTO_CH_106,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.26291497599949
MOTO_CH_107,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.269853091763651
MOTO_CH_108,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1223706757726
MOTO_CH_109,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.1970991827029005
MOTO_CH_110,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142858,3.2620956310919844
MOTO_CH_111,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.1106613151396405
MOTO_CH_112,Level2_MOTO,7.4,1,Playa_Motos,23.919642857142854,3.1810580657599075
