dia_del_año,motos_cargando,taxis_cargando,co2_motos_kg,co2_taxis_kg,co2_total_kg
60,227247.0,60723.0,346921.7766404211,202723.75147973688,549645.528120158
61,230903.0,61691.0,352503.13091747375,205955.41973447372,558458.5506519475
62,234722.0,62598.0,358333.32566147373,208983.43947315792,567316.7651346317
63,238610.0,63659.0,364268.8577810527,212525.58825236847,576794.4460334212
64,242602.0,64588.0,370363.15927831584,215627.05499684214,585990.214275158
65,246551.0,65443.0,376391.81574442115,218481.47272184215,594873.2884662632
66,250314.0,66469.0,382136.5192850527,221906.77399184214,604043.2932768948
67,254343.0,67446.0,388287.3060416843,225168.4887489474,613455.7947906316
68,258178.0,68582.0,394141.9268437895,228961.02504789477,623102.9518916843
69,261965.0,69621.0,399923.26947157906,232429.72682131582,632352.9962928948
70,265604.0,70798.0,405478.6710618948,236359.14163105265,641837.8126929475
71,269107.0,71832.0,410826.4511583159,239811.15090315795,650637.6020614738
72,272955.0,72785.0,416700.9181326317,242992.7416539474,659693.6597865791
73,276578.0,73900.0,422231.8936648422,246715.16944736848,668947.0631122106
74,280426.0,74819.0,428106.360639158,249783.25118921057,677889.6118283685
75,283912.0,75862.0,433428.1880488422,253265.30696368424,686693.4950125264
76,287545.0,77043.0,438974.4298673685,257208.07577447372,696182.5056418423
77,291344.0,78050.0,444774.0920387369,260569.94553947373,705344.0375782107
78,295156.0,79052.0,450593.60038231587,263915.12280315795,714508.7231854738
79,299033.0,79980.0,456512.33958694746,267013.25104736845,723525.590634316
80,303030.0,80866.0,462614.2742273685,269971.16228052636,732585.4365078949
81,306898.0,81774.0,468519.2737743159,273002.5205194737,741521.7942937897
82,310676.0,82819.0,474286.87674442114,276491.25329447375,750778.1300388948
83,314592.0,83892.0,480265.1544656843,280073.4640768421,760338.6185425265
84,318310.0,84942.0,485941.15971789486,283578.88935315795,769520.0490710528
85,322108.0,85889.0,491739.2952606317,286740.44910236844,778479.7443630002
86,326029.0,86723.0,497725.2061250527,289524.7583218422,787249.9644468948
87,329830.0,87778.0,503527.9215536843,293046.87609947374,796574.7976531581
88,333489.0,88861.0,509113.8557166317,296662.47188447375,805776.3276011054
89,337295.0,89812.0,514924.20428842114,299837.3856347369,814761.589923158
90,341064.0,90951.0,520678.0676008422,303639.9374344737,824318.005035316
91,344663.0,92104.0,526172.4040458949,307489.2282378948,833661.6322837896
92,348313.0,93245.0,531744.598551158,311298.45703815797,843043.055589316
93,352311.0,94272.0,537848.0598202107,314727.09680842113,852575.1566286318
94,356137.0,95242.0,543688.9409646317,317965.4420636843,861654.383028316
95,359869.0,96238.0,549386.3190176843,321290.58832578955,870676.9073434739
96,363386.0,97375.0,554755.4719149475,325086.46312500007,879841.9350399475
97,367140.0,98399.0,560486.4357978948,328505.0873944737,888991.5231923686
98,370982.0,99360.0,566351.7430004212,331713.38614736847,898065.1291477897
99,375005.0,100152.0,572493.3699852633,334357.47835578956,906850.8483410528
100,378708.0,101122.0,578146.4758080001,337595.8236110527,915742.2994190528
101,382558.0,102204.0,584023.996039579,341208.08089578955,925232.0769353686
102,386461.0,103106.0,589982.4275886317,344219.40813315794,934201.8357217896
103,390251.0,104126.0,595768.3501023159,347624.67840157903,943393.0285038949
104,393936.0,105189.0,601393.9766096843,351173.50418131583,952567.4807910002
105,397656.0,106256.0,607073.035119158,354735.6839621053,961808.7190812633
106,401534.0,107300.0,612993.3009524212,358221.0782368422,971214.3791892633
107,405207.0,108329.0,618600.6079162107,361656.3950076316,980257.0029238423
108,408938.0,109343.0,624296.4593406317,365041.63427447376,989338.0936151055
109,412986.0,110164.0,630476.2520412633,367782.54299052636,998258.7950317897
110,416967.0,110965.0,636553.760623579,370456.68170131586,1007010.442324895
111,420795.0,111998.0,642397.6950252632,373905.352473158,1016303.0474984213
112,424664.0,113043.0,648304.2212008423,377394.08524815796,1025698.3064490001
113,428330.0,114089.0,653900.8417642106,380886.1565234211,1034786.9982876318
114,432014.0,115115.0,659524.9416429475,384311.4577934211,1043836.3994363686
115,435789.0,116138.0,665287.9647271581,387726.74356263166,1053014.7082897897
116,439634.0,117049.0,671157.8518155791,390768.1173023685,1061925.9691179476
117,443352.0,117919.0,676833.8570677896,393672.6125313158,1070506.4695991054
118,447082.0,118800.0,682528.1818635791,396613.83126315795,1079142.013126737
119,450980.0,119678.0,688478.9802694739,399545.0344942106,1088024.0147636845
120,454772.0,120694.0,694267.9560404212,402936.95076157904,1097204.9068020002
121,458606.0,121890.0,700121.0502138949,406929.79707631585,1107050.8472902107
122,462337.0,122959.0,705816.901638316,410498.65385763167,1116315.5554959476
123,466087.0,124176.0,711541.759006737,414561.6086778948,1126103.3676846318
124,469942.0,125170.0,717426.9123814738,417880.07793947373,1135306.9903209477
125,473635.0,126117.0,723064.7519178949,421041.6376886843,1144106.3896065792
126,477476.0,127036.0,728928.5324917897,424109.71943052637,1153038.251922316
127,481239.0,128101.0,734673.2360324212,427665.22221078956,1162338.4582432108
128,484975.0,129060.0,740376.7206000001,430866.84396315797,1171243.5645631582
129,488660.0,130153.0,746002.3471073685,434515.82475078956,1180518.1718581582
130,492326.0,131164.0,751598.967670737,437891.0485168422,1189490.0161875791
131,496028.0,132206.0,757250.5468648423,441369.7657910527,1198620.312655895
132,499643.0,133482.0,762769.3093680001,445629.69212684216,1208399.0014948423
133,503406.0,134656.0,768514.0129086317,449549.09143578954,1218063.1043444213
134,507301.0,135616.0,774460.2314286317,452754.0516884211,1227214.2831170529
135,511145.0,136429.0,780328.5918884212,455468.2524023685,1235796.8442907897
136,514969.0,137338.0,786166.4197755791,458502.94914157904,1244669.368917158
137,518910.0,138190.0,792182.8632126318,461347.35136578954,1253530.2145784213
138,522647.0,139030.0,797887.8744088423,464151.6915868422,1262039.5659956844
139,526278.0,140192.0,803431.0629701054,468031.02889263164,1271462.091862737
140,529992.0,141318.0,809100.9617077897,471790.1801889474,1280891.141896737
141,533864.0,142414.0,815012.0677692633,475449.1764773685,1290461.2442466319
142,537437.0,143539.0,820466.7118698949,479204.9892734211,1299671.701143316
143,541151.0,144562.0,826136.6106075791,482620.27504263166,1308756.8856502108
144,545075.0,145629.0,832127.101357895,486182.45482342114,1318309.556181316
145,548852.0,146652.0,837893.1776993686,489597.7405926316,1327490.9182920002
146,552587.0,147733.0,843595.1356383159,493206.65937710536,1336801.7950154212
147,556410.0,148802.0,849431.4368968423,496775.5161584211,1346206.9530552635
148,560315.0,149939.0,855392.9217031581,500571.39095763164,1355964.3126607898
149,564235.0,151063.0,861377.3059389475,504323.8652534211,1365701.1711923687
150,568089.0,152068.0,867260.9326850529,507679.0580178948,1374939.9907029476
151,571916.0,153113.0,873103.3404581054,511167.79079289484,1384271.1312510003
152,575899.0,154065.0,879183.9022976845,514346.0430434211,1393529.9453411056
153,579881.0,155124.0,885262.9375086317,517881.51482210535,1403144.4523307371
154,583911.0,156122.0,891415.2508938949,521213.33808473696,1412628.588978632
155,587797.0,157161.0,897347.7297562107,524682.039858158,1422029.7696143687
156,591442.0,158164.0,902912.291118316,528030.5556221054,1430942.8467404214
157,595123.0,159258.0,908531.8111111581,531682.8749100001,1440214.6860211582
158,598815.0,160305.0,914168.1240189476,535178.2846855264,1449346.4087044739
159,602652.0,161287.0,920025.7980783159,538456.6919439475,1458482.4900222635
160,606526.0,162451.0,925939.9573970528,542342.7062502633,1468282.6636473162
161,610378.0,163408.0,931820.5308858949,545537.6510021053,1477358.1818880003
162,614176.0,164169.0,937618.6664286318,548078.2497023685,1485696.9161310003
163,618102.0,165180.0,943612.2104362107,551453.4734684211,1495065.6839046318
164,621820.0,166298.0,949288.2156884213,555185.9167626316,1504474.132451053
165,625588.0,167363.0,955040.5523722107,558741.4195428948,1513781.9719151056
166,629392.0,168396.0,960847.8476867371,562190.0903147369,1523037.938001474
167,633063.0,169389.0,966452.1013932633,565505.2210760528,1531957.322469316
168,636830.0,170435.0,972202.9114484212,568997.2923513158,1541200.2037997372
169,640541.0,171400.0,977868.2303002108,572218.9451052633,1550087.175405474
170,644217.0,172543.0,983480.1171498949,576034.8509060527,1559514.9680559477
171,648032.0,173515.0,989304.2053793686,579279.8731618422,1568584.0785412109
172,651979.0,174521.0,995329.8085882107,582638.404426579,1577968.2130147899
173,655994.0,175532.0,1001459.2225440003,586013.6281926316,1587472.850736632
174,660025.0,176392.0,1007613.062557895,588884.7384189474,1596497.8009768424
175,664034.0,177302.0,1013733.3167418949,591922.7736584211,1605656.090400316
176,667711.0,178293.0,1019346.7302202107,595231.2274192106,1614577.9576394213
177,671581.0,179325.0,1025254.7830244212,598676.5596907896,1623931.3427152107
178,675568.0,180284.0,1031341.4513785265,601878.181443158,1633219.6328216845
179,679305.0,181256.0,1037046.462574737,605123.2036989474,1642169.6662736845
180,682933.0,182204.0,1042585.0712501055,608288.1019484211,1650873.1731985267
181,686716.0,183286.0,1048360.3073633686,611900.359233158,1660260.6665965265
182,690606.0,184365.0,1054298.8927402108,615502.6010171054,1669801.4937573161
183,694451.0,185263.0,1060168.7798286318,618500.5742534212,1678669.354082053
184,698245.0,186349.0,1065960.8088568423,622126.1855392107,1688086.994396053
185,701959.0,187435.0,1071630.7075945265,625751.7968250001,1697382.5044195266
186,705773.0,188495.0,1077453.2691953687,629290.6071039474,1706743.876299316
187,709630.0,189440.0,1083341.4758273687,632445.4898526317,1715786.9656800004
188,713284.0,190525.0,1088919.776847158,636067.762638158,1724987.539485316
189,717075.0,191497.0,1094707.225989474,639312.7848939475,1734020.0108834214
190,720807.0,192548.0,1100404.6040425266,642821.5486705264,1743226.152713053
191,724668.0,193626.0,1106298.9171890528,646420.4519542106,1752719.3691432634
192,728241.0,194868.0,1111753.5612896844,650566.8692810527,1762320.4305707372
193,731897.0,196000.0,1117334.915566737,654346.0515789475,1771680.9671456846
194,735746.0,197089.0,1123210.9091696844,657981.6783655264,1781192.587535211
195,739105.0,198426.0,1128338.8547431582,662445.2532173685,1790784.1079605268
196,742931.0,199477.0,1134179.7358875792,665954.0169939474,1800133.7528815267
197,747040.0,200444.0,1140452.652934737,669182.3467484212,1809634.9996831582
198,750862.0,201516.0,1146287.427564632,672761.2190305265,1819048.6465951584
199,754391.0,202548.0,1151674.900005474,676206.5513021054,1827881.4513075794
200,758040.0,203581.0,1157245.5678821055,679655.2220739474,1836900.789956053
201,761748.0,204723.0,1162906.3068480003,683467.7893744739,1846374.096222474
202,765744.0,205844.0,1169006.7148597897,687210.2481694738,1856216.9630292635
203,769597.0,207045.0,1174888.8149772633,691219.7869855264,1866108.60196279
204,773343.0,208241.0,1180607.565831158,695212.6333002633,1875820.1991314215
205,777099.0,209250.0,1186341.5829713687,698581.1800657896,1884922.7630371582
206,780955.0,210028.0,1192228.262974737,701178.5332705264,1893406.7962452634
207,784804.0,210897.0,1198104.2565776845,704079.6899992106,1902183.9465768952
208,788561.0,211958.0,1203839.8003465266,707621.8387784212,1911461.6391249478
209,792203.0,213056.0,1209399.781822737,711287.5120673685,1920687.2938901056
210,795920.0,214042.0,1215074.260446316,714579.2733268422,1929653.5337731582
211,799705.0,215040.0,1220852.5498168424,717911.0965894738,1938763.6464063162
212,803690.0,216046.0,1226936.1649136844,721269.6278542107,1948205.7927678952
213,807313.0,217091.0,1232467.140445895,724758.3606292106,1957225.5010751057
214,811017.0,218095.0,1238121.7728972633,728110.2148934212,1966231.9877906847
215,814859.0,219042.0,1243987.0800997897,731271.7746426316,1975258.8547424213
216,818731.0,220124.0,1249898.1861612634,734884.0319273685,1984782.218088632
217,822490.0,221195.0,1255636.7831873687,738459.5657092107,1994096.3488965794
218,826219.0,222338.0,1261329.5813545266,742275.4715100001,2003605.0528645266
219,830076.0,223235.0,1267217.7879865265,745270.1062460528,2012487.8942325793
220,834068.0,223988.0,1273312.0894837896,747783.9969442106,2021096.0864280004
221,837948.0,224928.0,1279235.408574316,750922.187191579,2030157.5957658952
222,841865.0,225848.0,1285215.2129242108,753993.6074336843,2039208.820357895
223,845674.0,226861.0,1291030.141381895,757375.5082002633,2048405.6495821583
224,849430.0,227836.0,1296764.1585221055,760630.5459568423,2057394.7044789477
225,853245.0,228893.0,1302588.2467515792,764159.3407350001,2066747.5874865793
226,857049.0,229934.0,1308395.5420661056,767634.7195089475,2076030.261575053
227,860949.0,230860.0,1314349.3937292635,770726.1707526317,2085075.5644818952
228,864904.0,231760.0,1320387.2099671583,773730.8209894738,2094118.030956632
229,868949.0,232558.0,1326562.422781895,776394.9441994738,2102957.366981369
230,872941.0,233413.0,1332656.724279158,779249.3619244738,2111906.086203632
231,876913.0,234358.0,1338720.4932037897,782404.244673158,2121124.737876948
232,880692.0,235318.0,1344489.6228025265,785609.2049257896,2130098.827728316
233,884409.0,236206.0,1350164.1014261055,788573.7931594738,2138737.894585579
234,888201.0,237293.0,1355953.077197053,792202.7429455265,2148155.8201425793
235,892046.0,238261.0,1361822.964285474,795434.4112002633,2157257.3754857373
236,895808.0,239300.0,1367566.141197474,798903.1129736843,2166469.254171158
237,899456.0,240356.0,1373135.282445474,802428.5692515791,2175563.851697053
238,903295.0,241303.0,1378996.0097621055,805590.1290007896,2184586.138762895
239,907050.0,242342.0,1384728.5002736845,809058.8307742106,2193787.3310478954
240,910707.0,243419.0,1390311.3811793688,812654.3955576317,2202965.7767370003
241,914475.0,244571.0,1396063.717863158,816500.3478607896,2212564.0657239477
242,918469.0,245657.0,1402161.0726176845,820125.959146579,2222287.0317642638
243,922339.0,246734.0,1408069.125421895,823721.5239300001,2231790.6493518953
244,926086.0,247769.0,1413789.4029044213,827176.8717023686,2240966.27460679
245,929924.0,248763.0,1419648.6035924214,830495.3409639475,2250143.944556369
246,933625.0,249831.0,1425298.656157895,834060.8592450002,2259359.5154028954
247,937152.0,251063.0,1430683.075341474,838173.8915692107,2268856.9669106845
248,940997.0,252094.0,1436552.962429895,841615.8853405265,2278168.8477704213
249,944720.0,253206.0,1442236.6008252634,845328.297633158,2287564.8984584217
250,948255.0,254288.0,1447633.233037895,848940.5549178949,2296573.78795579
251,952064.0,255352.0,1453448.1614955792,852492.7191978949,2305940.8806934743
252,955976.0,256240.0,1459420.332702316,855457.3074315791,2314877.640133895
253,959827.0,257143.0,1465299.3795625265,858471.9731692106,2323771.3527317373
254,963810.0,258027.0,1471379.9414021056,861423.2074018422,2332803.148803948
255,967597.0,258854.0,1477161.284029895,864184.1471194739,2341345.431149369
256,971473.0,259746.0,1483078.496605895,867162.0893542106,2350240.5859601055
257,975159.0,260676.0,1488705.649741895,870266.8945989475,2358972.5443408424
258,978968.0,261765.0,1494520.5781995791,873902.5213855265,2368423.0995851057
259,983019.0,262791.0,1500704.9507861056,877327.8226555265,2378032.7734416323
260,987040.0,263712.0,1506843.5245136844,880402.5813978949,2387246.1059115794
261,990767.0,264801.0,1512533.2694235793,884038.2081844738,2396571.477608053
262,994448.0,265868.0,1518152.7894164214,887600.3879652633,2405753.1773816845
263,998279.0,266915.0,1524001.3037040003,891095.7977407896,2415097.10144479
264,1002120.0,267952.0,1529865.084277895,894557.8225136844,2424422.9067915794
265,1006037.0,269045.0,1535844.88862779,898206.803301316,2434051.6919291057
266,1009832.0,270125.0,1541638.4442846319,901812.3835855264,2443450.8278701585
267,1013727.0,270971.0,1547584.662804632,904636.754808158,2452221.41761279
268,1017732.0,271792.0,1553698.8104741056,907377.6635242107,2461076.473998316
269,1021471.0,272951.0,1559406.8749275792,911246.9853292106,2470653.8602567897
270,1025372.0,273991.0,1565362.2532193686,914719.025602895,2480081.2788222637
271,1029132.0,274787.0,1571102.3768741055,917376.4718123686,2488478.8486864744
272,1032935.0,275798.0,1576908.1455600003,920751.6955784212,2497659.8411384216
273,1036890.0,276715.0,1582945.9617978951,923813.100319737,2506759.062117632
274,1040598.0,277848.0,1588606.7007637897,927595.6211178949,2516202.321881685
275,1044338.0,278893.0,1594316.2918458951,931084.3538928949,2525400.64573879
276,1047904.0,279987.0,1599760.2495461055,934736.6731807897,2534496.922726895
277,1051793.0,280928.0,1605697.308294316,937878.2019284212,2543575.510222737
278,1055674.0,281884.0,1611622.154013474,941069.8081800002,2552691.962193474
279,1059412.0,283031.0,1617328.6918383162,944899.0679818422,2562227.759820158
280,1063199.0,284153.0,1623110.0344661055,948644.8652771055,2571754.899743211
281,1066943.0,285201.0,1628825.7320627372,952143.6135528949,2580969.345615632
282,1070628.0,286241.0,1634451.3585701056,955615.6538265791,2590067.012396685
283,1074148.0,287252.0,1639825.0913532635,958990.8775926317,2598815.9689458953
284,1077735.0,288241.0,1645301.1082547372,962292.6543528949,2607593.762607632
285,1081447.0,289243.0,1650967.9537351583,965637.8316165791,2616605.7853517374
286,1085282.0,290237.0,1656822.5745372635,968956.3008781581,2625778.8754154216
287,1088919.0,291279.0,1662374.922870316,972435.0181523686,2634809.941022685
288,1092767.0,292268.0,1668249.389844632,975736.7949126317,2643986.184757264
289,1096983.0,293223.0,1674685.6561553688,978925.0626639475,2653610.7188193165
290,1101232.0,294247.0,1681172.3012109478,982343.6869334212,2663515.988144369
291,1104980.0,295276.0,1686894.1053221056,985779.0037042107,2672673.1090263166
292,1108711.0,296303.0,1692589.9567465268,989207.6434744739,2681797.6002210006
293,1112334.0,297421.0,1698120.9322787372,992940.0867686843,2691061.0190474214
294,1116245.0,298466.0,1704091.5768568425,996428.8195436844,2700520.3964005266
295,1120053.0,299364.0,1709904.978685895,999426.7927800001,2709331.771465895
296,1123838.0,300329.0,1715683.2680564213,1002648.4455339476,2718331.713590369
297,1127693.0,301299.0,1721568.4214311582,1005886.7907892107,2727455.212220369
298,1131478.0,302367.0,1727346.7108016845,1009452.3090702633,2736799.019871948
299,1135133.0,303323.0,1732926.5384501056,1012643.9153218423,2745570.453771948
300,1138836.0,304184.0,1738579.6442728424,1015518.3640484213,2754098.008321264
301,1142647.0,305249.0,1744397.6259877898,1019073.8668286843,2763471.4928164743
302,1146559.0,306119.0,1750369.7971945268,1021978.3620576317,2772348.1592521584
303,1150584.0,306953.0,1756514.477436632,1024762.6712771055,2781277.1487137373
304,1154491.0,308009.0,1762479.015500211,1028288.1275550001,2790767.1430552113
305,1158331.0,308957.0,1768341.269445474,1031453.0258044739,2799794.295249948
306,1162172.0,309894.0,1774205.0500193688,1034581.2005510528,2808786.2505704216
307,1166077.0,310854.0,1780166.5348256845,1037786.1608036844,2817952.695629369
308,1169977.0,311804.0,1786120.3864888425,1040957.7360536844,2827078.122542527
309,1173836.0,312783.0,1792011.6463781055,1044226.1278113159,2836237.7741894214
310,1177589.0,313754.0,1797741.0836324214,1047467.8115668423,2845208.895199264
311,1181312.0,314732.0,1803424.7220277898,1050732.8648242108,2854157.5868520006
312,1184918.0,315869.0,1808929.7448732636,1054528.7396234213,2863458.4844966847
313,1188485.0,317068.0,1814375.2292021057,1058531.6014389475,2872906.830641053
314,1191999.0,318240.0,1819739.8022134742,1062444.3237473685,2882184.1259608427
315,1195672.0,319259.0,1825347.1091772635,1065846.2555155265,2891193.36469279
316,1199156.0,320437.0,1830665.8833296846,1069779.0088255266,2900444.892155211
317,1202787.0,321568.0,1836209.0718909476,1073554.8526231581,2909763.924514106
318,1206474.0,322472.0,1841837.7516555793,1076572.8568610528,2918410.608516632
319,1210284.0,323383.0,1847654.206741895,1079614.2306007897,2927268.4373426847
320,1213962.0,324377.0,1853269.1468488425,1082932.6998623686,2936201.846711211
321,1217729.0,325357.0,1859019.9569040004,1086204.4301202632,2945224.387024264
322,1221664.0,326378.0,1865027.2405692635,1089613.0388889476,2954640.2794582113
323,1225364.0,327374.0,1870675.7665061057,1092938.185151053,2963613.9516571583
324,1229289.0,328194.0,1876667.783885053,1095675.7553668423,2972343.539251895
325,1233252.0,329155.0,1882717.8131520003,1098884.0541197371,2981601.867271737
326,1237080.0,330134.0,1888561.7475536845,1102152.4458773686,2990714.1934310533
327,1240930.0,331025.0,1894439.2677852635,1105127.0496118423,2999566.317397106
328,1244890.0,331961.0,1900484.7171663162,1108251.885858158,3008736.6030244743
329,1248941.0,333084.0,1906669.0897528424,1112001.0216536843,3018670.111406527
330,1252883.0,334053.0,1912687.0598185267,1115236.0284086843,3027923.088227211
331,1256844.0,334965.0,1918734.0358282109,1118280.7406486843,3037014.7764768954
332,1260778.0,335818.0,1924739.7928648426,1121128.481373158,3045868.2742380006
333,1264665.0,336809.0,1930673.7983557899,1124436.9351339475,3055110.7334897374
334,1268527.0,337816.0,1936569.6381309477,1127798.8048989475,3064368.4430298954
335,1272301.0,338788.0,1942331.1345865268,1131043.827154737,3073374.9617412635
336,1276023.0,339859.0,1948013.2463532635,1134619.360936579,3082632.607289843
337,1279948.0,340659.0,1954005.263732211,1137290.1611471055,3091295.4248793162
338,1283799.0,341563.0,1959884.3105924213,1140308.1653850002,3100192.4759774217
339,1287628.0,342525.0,1965729.7716227372,1143519.802638158,3109249.574260895
340,1291603.0,343528.0,1971798.1204332635,1146868.3184021055,3118666.438835369
341,1295400.0,344550.0,1977594.7293473687,1150280.2656710527,3127874.9950184217
342,1299104.0,345632.0,1983249.3617987372,1153892.5229557897,3137141.884754527
343,1303003.0,346596.0,1989201.6868332636,1157110.8372094738,3146312.5240427377
344,1306847.0,347596.0,1995070.047293053,1160449.3374726318,3155519.3847656846
345,1310698.0,348626.0,2000949.0941532636,1163887.9927436844,3164837.086896948
346,1314487.0,349551.0,2006733.4900383162,1166976.1054871054,3173709.5955254217
347,1318296.0,350478.0,2012548.4184960003,1170070.8952310528,3182619.3137270533
348,1321944.0,351478.0,2018117.5597440004,1173409.3954942108,3191526.955238211
349,1325776.0,352422.0,2023967.600660211,1176560.9397426317,3200528.5404028427
350,1329376.0,353457.0,2029463.4637338952,1180016.2875150002,3209479.751248895
351,1333125.0,354592.0,2035186.7944736846,1183805.4853136844,3218992.279787369
352,1336934.0,355660.0,2041001.7229313687,1187371.003594737,3228372.726526106
353,1340647.0,356735.0,2046670.0950404215,1190959.8913776318,3237629.986418053
354,1344198.0,357768.0,2052091.1533111583,1194408.562149474,3246499.715460632
355,1347807.0,358757.0,2057600.7560425268,1197710.338909737,3255311.094952264
356,1351559.0,359813.0,2063328.6666682109,1201235.7951876319,3264564.4618558427
357,1355326.0,360858.0,2069079.4767233687,1204724.5279626318,3273804.0046860008
358,1359193.0,361802.0,2074982.9496416845,1207876.0722110528,3282859.0218527373
359,1363108.0,362828.0,2080959.7007343161,1211301.373481053,3292261.0742153693
360,1366884.0,363754.0,2086724.2504471582,1214392.824724737,3301117.0751718953
361,1370495.0,364904.0,2092236.9064357898,1218232.1000273686,3310469.0064631584
362,1374576.0,365933.0,2098467.0778812636,1221667.416798158,3320134.4946794217
363,1378525.0,366910.0,2104495.734347369,1224929.1315552634,3329424.8659026325
364,1382257.0,368049.0,2110193.1124004214,1228731.683355,3338924.7957554217
