time,hour,day,month,soc_kwh,soc_pct
2024-01-02 20:00:00,21,2,1,170.0,10.0
2024-01-02 21:00:00,22,2,1,170.0,10.0
2024-01-02 22:00:00,23,2,1,170.0,10.0
2024-01-02 23:00:00,0,3,1,170.0,10.0
2024-01-03 00:00:00,1,3,1,170.0,10.0
2024-01-03 01:00:00,2,3,1,170.0,10.0
2024-01-03 02:00:00,3,3,1,170.0,10.0
2024-01-03 03:00:00,4,3,1,170.0,10.0
2024-01-03 04:00:00,5,3,1,170.0,10.0
2024-01-03 05:00:00,6,3,1,170.0,10.0
2024-01-03 06:00:00,7,3,1,170.0,10.0
2024-01-03 07:00:00,8,3,1,170.0,10.0
2024-01-03 08:00:00,9,3,1,494.9,29.111764705882354
2024-01-03 09:00:00,10,3,1,819.8,48.2235294117647
2024-01-03 10:00:00,11,3,1,1144.6999999999998,67.33529411764705
2024-01-03 11:00:00,12,3,1,1377.915003889655,81.053823758215
2024-01-03 12:00:00,13,3,1,1384.3022000709686,81.42954118064522
2024-01-03 13:00:00,14,3,1,1543.7332029341355,90.80783546671385
2024-01-03 14:00:00,15,3,1,1611.4366601467068,94.79039177333568
2024-01-03 15:00:00,16,3,1,1269.4885237951294,74.67579551736056
2024-01-03 16:00:00,17,3,1,909.4885237951294,53.49932492912526
2024-01-03 17:00:00,18,3,1,549.4885237951294,32.32285434088996
2024-01-03 18:00:00,19,3,1,189.48852379512937,11.14638375265467
2024-01-03 19:00:00,20,3,1,170.0,10.0
2024-01-03 20:00:00,21,3,1,170.0,10.0
2024-01-03 21:00:00,22,3,1,170.0,10.0
2024-01-03 22:00:00,23,3,1,170.0,10.0
2024-01-03 23:00:00,0,4,1,170.0,10.0
2024-01-04 00:00:00,1,4,1,170.0,10.0
2024-01-04 01:00:00,2,4,1,170.0,10.0
2024-01-04 02:00:00,3,4,1,170.0,10.0
2024-01-04 03:00:00,4,4,1,170.0,10.0
2024-01-04 04:00:00,5,4,1,170.0,10.0
2024-01-04 05:00:00,6,4,1,170.0,10.0
2024-01-04 06:00:00,7,4,1,170.0,10.0
2024-01-04 07:00:00,8,4,1,220.5213593764754,12.971844669204435
2024-01-04 08:00:00,9,4,1,545.4213593764754,32.08360937508679
2024-01-04 09:00:00,10,4,1,870.3213593764754,51.19537408096914
2024-01-04 10:00:00,11,4,1,1195.2213593764754,70.3071387868515
2024-01-04 11:00:00,12,4,1,1353.3863632661305,79.6109625450665
2024-01-04 12:00:00,13,4,1,1522.0013671557856,89.52949218563445
2024-01-04 13:00:00,14,4,1,1162.0013671557856,68.35302159739915
2024-01-04 14:00:00,15,4,1,802.0013671557856,47.17655100916386
2024-01-04 15:00:00,16,4,1,442.0013671557856,26.00008042092857
2024-01-04 16:00:00,17,4,1,170.0,10.0
2024-01-04 17:00:00,18,4,1,170.0,10.0
2024-01-04 18:00:00,19,4,1,170.0,10.0
2024-01-04 19:00:00,20,4,1,170.0,10.0
2024-01-04 20:00:00,21,4,1,170.0,10.0
2024-01-04 21:00:00,22,4,1,170.0,10.0
2024-01-04 22:00:00,23,4,1,170.0,10.0
2024-01-04 23:00:00,0,5,1,170.0,10.0
2024-01-05 00:00:00,1,5,1,170.0,10.0
2024-01-05 01:00:00,2,5,1,170.0,10.0
2024-01-05 02:00:00,3,5,1,170.0,10.0
2024-01-05 03:00:00,4,5,1,170.0,10.0
2024-01-05 04:00:00,5,5,1,170.0,10.0
2024-01-05 05:00:00,6,5,1,170.0,10.0
2024-01-05 06:00:00,7,5,1,170.0,10.0
2024-01-05 07:00:00,8,5,1,170.0,10.0
2024-01-05 08:00:00,9,5,1,299.0698847436545,17.59234616139144
2024-01-05 09:00:00,10,5,1,613.3358588374397,36.078579931614094
2024-01-05 10:00:00,11,5,1,744.8884816853098,43.81696951090058
2024-01-05 11:00:00,12,5,1,1069.7884816853098,62.92873421678292
2024-01-05 12:00:00,13,5,1,1394.6884816853099,82.04049892266528
2024-01-05 13:00:00,14,5,1,1603.9844240842654,94.35202494613326
2024-01-05 14:00:00,15,5,1,1429.5410182594462,84.0906481329086
2024-01-05 15:00:00,16,5,1,1069.5410182594462,62.91417754467331
2024-01-05 16:00:00,17,5,1,709.5410182594462,41.73770695643802
2024-01-05 17:00:00,18,5,1,349.5410182594462,20.561236368202717
2024-01-05 18:00:00,19,5,1,170.0,10.0
2024-01-05 19:00:00,20,5,1,170.0,10.0
2024-01-05 20:00:00,21,5,1,170.0,10.0
2024-01-05 21:00:00,22,5,1,170.0,10.0
2024-01-05 22:00:00,23,5,1,170.0,10.0
2024-01-05 23:00:00,0,6,1,170.0,10.0
2024-01-06 00:00:00,1,6,1,170.0,10.0
2024-01-06 01:00:00,2,6,1,170.0,10.0
2024-01-06 02:00:00,3,6,1,170.0,10.0
2024-01-06 03:00:00,4,6,1,170.0,10.0
2024-01-06 04:00:00,5,6,1,170.0,10.0
2024-01-06 05:00:00,6,6,1,170.0,10.0
2024-01-06 06:00:00,7,6,1,170.0,10.0
2024-01-06 07:00:00,8,6,1,170.0,10.0
2024-01-06 08:00:00,9,6,1,170.0,10.0
2024-01-06 09:00:00,10,6,1,170.0,10.0
2024-01-06 10:00:00,11,6,1,494.9,29.111764705882354
2024-01-06 11:00:00,12,6,1,170.0,10.0
2024-01-06 12:00:00,13,6,1,367.11500388965516,21.595000228803244
2024-01-06 13:00:00,14,6,1,581.3300077793103,34.195882810547666
2024-01-06 14:00:00,15,6,1,755.6450116689655,44.44970656876268
2024-01-06 15:00:00,16,6,1,570.753240870432,33.57372005120188
2024-01-06 16:00:00,17,6,1,210.75324087043202,12.39724946296659
2024-01-06 17:00:00,18,6,1,170.0,10.0
2024-01-06 18:00:00,19,6,1,170.0,10.0
2024-01-06 19:00:00,20,6,1,170.0,10.0
2024-01-06 20:00:00,21,6,1,170.0,10.0
2024-01-06 21:00:00,22,6,1,170.0,10.0
2024-01-06 22:00:00,23,6,1,170.0,10.0
2024-01-06 23:00:00,0,7,1,170.0,10.0
2024-01-07 00:00:00,1,7,1,170.0,10.0
2024-01-07 01:00:00,2,7,1,170.0,10.0
2024-01-07 02:00:00,3,7,1,170.0,10.0
2024-01-07 03:00:00,4,7,1,170.0,10.0
2024-01-07 04:00:00,5,7,1,170.0,10.0
2024-01-07 05:00:00,6,7,1,170.0,10.0
2024-01-07 06:00:00,7,7,1,170.0,10.0
2024-01-07 07:00:00,8,7,1,170.0,10.0
2024-01-07 08:00:00,9,7,1,494.9,29.111764705882354
2024-01-07 09:00:00,10,7,1,819.8,48.2235294117647
2024-01-07 10:00:00,11,7,1,459.79999999999995,27.047058823529408
2024-01-07 11:00:00,12,7,1,170.0,10.0
2024-01-07 12:00:00,13,7,1,303.4650038896551,17.85088258174442
2024-01-07 13:00:00,14,7,1,416.9800077793103,24.528235751724136
2024-01-07 14:00:00,15,7,1,737.5950116689655,43.387941862880325
2024-01-07 15:00:00,16,7,1,808.6681470871044,47.56871453453556
2024-01-07 16:00:00,17,7,1,448.66814708710444,26.39224394630026
2024-01-07 17:00:00,18,7,1,170.0,10.0
2024-01-07 18:00:00,19,7,1,170.0,10.0
2024-01-07 19:00:00,20,7,1,170.0,10.0
2024-01-07 20:00:00,21,7,1,170.0,10.0
2024-01-07 21:00:00,22,7,1,170.0,10.0
2024-01-07 22:00:00,23,7,1,170.0,10.0
2024-01-07 23:00:00,0,8,1,170.0,10.0
2024-01-08 00:00:00,1,8,1,170.0,10.0
2024-01-08 01:00:00,2,8,1,170.0,10.0
2024-01-08 02:00:00,3,8,1,170.0,10.0
2024-01-08 03:00:00,4,8,1,170.0,10.0
2024-01-08 04:00:00,5,8,1,170.0,10.0
2024-01-08 05:00:00,6,8,1,170.0,10.0
2024-01-08 06:00:00,7,8,1,170.0,10.0
2024-01-08 07:00:00,8,8,1,170.0,10.0
2024-01-08 08:00:00,9,8,1,494.9,29.111764705882354
2024-01-08 09:00:00,10,8,1,819.8,48.2235294117647
2024-01-08 10:00:00,11,8,1,1144.6999999999998,67.33529411764705
2024-01-08 11:00:00,12,8,1,1469.6,86.4470588235294
2024-01-08 12:00:00,13,8,1,1607.73,94.57235294117648
2024-01-08 13:00:00,14,8,1,1614.6365,94.97861764705883
2024-01-08 14:00:00,15,8,1,1614.981825,94.99893088235295
2024-01-08 15:00:00,16,8,1,1433.6549333002877,84.33264313531103
2024-01-08 16:00:00,17,8,1,1073.6549333002877,63.15617254707574
2024-01-08 17:00:00,18,8,1,713.6549333002877,41.97970195884045
2024-01-08 18:00:00,19,8,1,353.65493330028767,20.803231370605157
2024-01-08 19:00:00,20,8,1,170.0,10.0
2024-01-08 20:00:00,21,8,1,170.0,10.0
2024-01-08 21:00:00,22,8,1,170.0,10.0
2024-01-08 22:00:00,23,8,1,170.0,10.0
2024-01-08 23:00:00,0,9,1,170.0,10.0
2024-01-09 00:00:00,1,9,1,170.0,10.0
2024-01-09 01:00:00,2,9,1,170.0,10.0
2024-01-09 02:00:00,3,9,1,170.0,10.0
2024-01-09 03:00:00,4,9,1,170.0,10.0
2024-01-09 04:00:00,5,9,1,170.0,10.0
2024-01-09 05:00:00,6,9,1,170.0,10.0
2024-01-09 06:00:00,7,9,1,170.0,10.0
2024-01-09 07:00:00,8,9,1,170.0,10.0
2024-01-09 08:00:00,9,9,1,494.9,29.111764705882354
2024-01-09 09:00:00,10,9,1,819.8,48.2235294117647
2024-01-09 10:00:00,11,9,1,1144.6999999999998,67.33529411764705
2024-01-09 11:00:00,12,9,1,1469.6,86.4470588235294
2024-01-09 12:00:00,13,9,1,1607.73,94.57235294117648
2024-01-09 13:00:00,14,9,1,1247.73,73.39588235294117
2024-01-09 14:00:00,15,9,1,921.1014296197559,54.182437036456236
2024-01-09 15:00:00,16,9,1,561.1014296197559,33.00596644822094
2024-01-09 16:00:00,17,9,1,201.1014296197559,11.829495859985641
2024-01-09 17:00:00,18,9,1,170.0,10.0
2024-01-09 18:00:00,19,9,1,170.0,10.0
2024-01-09 19:00:00,20,9,1,170.0,10.0
2024-01-09 20:00:00,21,9,1,170.0,10.0
2024-01-09 21:00:00,22,9,1,170.0,10.0
2024-01-09 22:00:00,23,9,1,170.0,10.0
2024-01-09 23:00:00,0,10,1,170.0,10.0
2024-01-10 00:00:00,1,10,1,170.0,10.0
2024-01-10 01:00:00,2,10,1,170.0,10.0
2024-01-10 02:00:00,3,10,1,170.0,10.0
2024-01-10 03:00:00,4,10,1,170.0,10.0
2024-01-10 04:00:00,5,10,1,170.0,10.0
2024-01-10 05:00:00,6,10,1,170.0,10.0
2024-01-10 06:00:00,7,10,1,170.0,10.0
2024-01-10 07:00:00,8,10,1,170.0,10.0
2024-01-10 08:00:00,9,10,1,170.0,10.0
2024-01-10 09:00:00,10,10,1,170.0,10.0
2024-01-10 10:00:00,11,10,1,170.0,10.0
2024-01-10 11:00:00,12,10,1,170.0,10.0
2024-01-10 12:00:00,13,10,1,170.0,10.0
2024-01-10 13:00:00,14,10,1,373.7650038896552,21.986176699391482
2024-01-10 14:00:00,15,10,1,574.6800077793104,33.80470633995943
2024-01-10 15:00:00,16,10,1,714.4575263663687,42.02691331566874
2024-01-10 16:00:00,17,10,1,354.4575263663687,20.850442727433453
2024-01-10 17:00:00,18,10,1,170.0,10.0
2024-01-10 18:00:00,19,10,1,170.0,10.0
2024-01-10 19:00:00,20,10,1,170.0,10.0
2024-01-10 20:00:00,21,10,1,170.0,10.0
2024-01-10 21:00:00,22,10,1,170.0,10.0
2024-01-10 22:00:00,23,10,1,170.0,10.0
2024-01-10 23:00:00,0,11,1,170.0,10.0
2024-01-11 00:00:00,1,11,1,170.0,10.0
2024-01-11 01:00:00,2,11,1,170.0,10.0
2024-01-11 02:00:00,3,11,1,170.0,10.0
2024-01-11 03:00:00,4,11,1,170.0,10.0
2024-01-11 04:00:00,5,11,1,170.0,10.0
2024-01-11 05:00:00,6,11,1,170.0,10.0
2024-01-11 06:00:00,7,11,1,170.0,10.0
2024-01-11 07:00:00,8,11,1,170.0,10.0
2024-01-11 08:00:00,9,11,1,494.9,29.111764705882354
2024-01-11 09:00:00,10,11,1,819.8,48.2235294117647
2024-01-11 10:00:00,11,11,1,1144.6999999999998,67.33529411764705
2024-01-11 11:00:00,12,11,1,1469.6,86.4470588235294
2024-01-11 12:00:00,13,11,1,1607.73,94.57235294117648
2024-01-11 13:00:00,14,11,1,1614.6365,94.97861764705883
2024-01-11 14:00:00,15,11,1,1614.981825,94.99893088235295
2024-01-11 15:00:00,16,11,1,1254.981825,73.82246029411765
2024-01-11 16:00:00,17,11,1,894.9818250000001,52.64598970588236
2024-01-11 17:00:00,18,11,1,534.9818250000001,31.469519117647067
2024-01-11 18:00:00,19,11,1,174.98182500000007,10.293048529411768
2024-01-11 19:00:00,20,11,1,170.0,10.0
2024-01-11 20:00:00,21,11,1,170.0,10.0
2024-01-11 21:00:00,22,11,1,170.0,10.0
2024-01-11 22:00:00,23,11,1,170.0,10.0
2024-01-11 23:00:00,0,12,1,170.0,10.0
2024-01-12 00:00:00,1,12,1,170.0,10.0
2024-01-12 01:00:00,2,12,1,170.0,10.0
2024-01-12 02:00:00,3,12,1,170.0,10.0
2024-01-12 03:00:00,4,12,1,170.0,10.0
2024-01-12 04:00:00,5,12,1,170.0,10.0
2024-01-12 05:00:00,6,12,1,170.0,10.0
2024-01-12 06:00:00,7,12,1,170.0,10.0
2024-01-12 07:00:00,8,12,1,170.0,10.0
2024-01-12 08:00:00,9,12,1,494.9,29.111764705882354
2024-01-12 09:00:00,10,12,1,819.8,48.2235294117647
2024-01-12 10:00:00,11,12,1,1144.6999999999998,67.33529411764705
2024-01-12 11:00:00,12,12,1,1469.6,86.4470588235294
2024-01-12 12:00:00,13,12,1,1607.73,94.57235294117648
2024-01-12 13:00:00,14,12,1,1614.6365,94.97861764705883
2024-01-12 14:00:00,15,12,1,1614.981825,94.99893088235295
2024-01-12 15:00:00,16,12,1,1254.981825,73.82246029411765
2024-01-12 16:00:00,17,12,1,894.9818250000001,52.64598970588236
2024-01-12 17:00:00,18,12,1,534.9818250000001,31.469519117647067
2024-01-12 18:00:00,19,12,1,174.98182500000007,10.293048529411768
2024-01-12 19:00:00,20,12,1,170.0,10.0
2024-01-12 20:00:00,21,12,1,170.0,10.0
2024-01-12 21:00:00,22,12,1,170.0,10.0
2024-01-12 22:00:00,23,12,1,170.0,10.0
2024-01-12 23:00:00,0,13,1,170.0,10.0
2024-01-13 00:00:00,1,13,1,170.0,10.0
2024-01-13 01:00:00,2,13,1,170.0,10.0
2024-01-13 02:00:00,3,13,1,170.0,10.0
2024-01-13 03:00:00,4,13,1,170.0,10.0
2024-01-13 04:00:00,5,13,1,170.0,10.0
2024-01-13 05:00:00,6,13,1,170.0,10.0
2024-01-13 06:00:00,7,13,1,170.0,10.0
2024-01-13 07:00:00,8,13,1,170.0,10.0
2024-01-13 08:00:00,9,13,1,417.0674499304651,24.53337940767442
2024-01-13 09:00:00,10,13,1,741.9674499304651,43.645144113556775
2024-01-13 10:00:00,11,13,1,1066.8674499304652,62.756908819439126
2024-01-13 11:00:00,12,13,1,1384.6324538201204,81.4489678717718
2024-01-13 12:00:00,13,13,1,1603.4816226910061,94.3224483935886
2024-01-13 13:00:00,14,13,1,1614.4240811345503,94.96612241967944
2024-01-13 14:00:00,15,13,1,1254.4240811345503,73.78965183144413
2024-01-13 15:00:00,16,13,1,894.4240811345503,52.61318124320884
2024-01-13 16:00:00,17,13,1,534.4240811345503,31.43671065497355
2024-01-13 17:00:00,18,13,1,174.4240811345503,10.260240066738254
2024-01-13 18:00:00,19,13,1,170.0,10.0
2024-01-13 19:00:00,20,13,1,170.0,10.0
2024-01-13 20:00:00,21,13,1,170.0,10.0
2024-01-13 21:00:00,22,13,1,170.0,10.0
2024-01-13 22:00:00,23,13,1,170.0,10.0
2024-01-13 23:00:00,0,14,1,170.0,10.0
2024-01-14 00:00:00,1,14,1,170.0,10.0
2024-01-14 01:00:00,2,14,1,170.0,10.0
2024-01-14 02:00:00,3,14,1,170.0,10.0
2024-01-14 03:00:00,4,14,1,170.0,10.0
2024-01-14 04:00:00,5,14,1,170.0,10.0
2024-01-14 05:00:00,6,14,1,170.0,10.0
2024-01-14 06:00:00,7,14,1,170.0,10.0
2024-01-14 07:00:00,8,14,1,301.1901004777626,17.717064733986035
2024-01-14 08:00:00,9,14,1,626.0901004777626,36.828829439868386
2024-01-14 09:00:00,10,14,1,950.9901004777626,55.940594145750744
2024-01-14 10:00:00,11,14,1,1275.8901004777626,75.05235885163309
2024-01-14 11:00:00,12,14,1,1462.5551043674177,86.0326531980834
2024-01-14 12:00:00,13,14,1,1607.3777552183708,94.55163265990416
2024-01-14 13:00:00,14,14,1,1464.0678713677373,86.12163949221984
2024-01-14 14:00:00,15,14,1,1210.4585538361464,71.20344434330272
2024-01-14 15:00:00,16,14,1,850.4585538361464,50.02697375506744
2024-01-14 16:00:00,17,14,1,490.4585538361464,28.85050316683214
2024-01-14 17:00:00,18,14,1,170.0,10.0
2024-01-14 18:00:00,19,14,1,170.0,10.0
2024-01-14 19:00:00,20,14,1,170.0,10.0
2024-01-14 20:00:00,21,14,1,170.0,10.0
2024-01-14 21:00:00,22,14,1,170.0,10.0
2024-01-14 22:00:00,23,14,1,170.0,10.0
2024-01-14 23:00:00,0,15,1,170.0,10.0
2024-01-15 00:00:00,1,15,1,170.0,10.0
2024-01-15 01:00:00,2,15,1,170.0,10.0
2024-01-15 02:00:00,3,15,1,170.0,10.0
2024-01-15 03:00:00,4,15,1,170.0,10.0
2024-01-15 04:00:00,5,15,1,170.0,10.0
2024-01-15 05:00:00,6,15,1,170.0,10.0
2024-01-15 06:00:00,7,15,1,170.0,10.0
2024-01-15 07:00:00,8,15,1,170.0,10.0
2024-01-15 08:00:00,9,15,1,494.9,29.111764705882354
2024-01-15 09:00:00,10,15,1,819.8,48.2235294117647
2024-01-15 10:00:00,11,15,1,1144.6999999999998,67.33529411764705
2024-01-15 11:00:00,12,15,1,1347.515003889655,79.26558846409735
2024-01-15 12:00:00,13,15,1,1532.2800077793102,90.1341181046653
2024-01-15 13:00:00,14,15,1,1610.8640003889655,94.75670590523326
2024-01-15 14:00:00,15,15,1,1250.8640003889655,73.58023531699797
2024-01-15 15:00:00,16,15,1,890.8640003889655,52.40376472876267
2024-01-15 16:00:00,17,15,1,530.8640003889655,31.227294140527377
2024-01-15 17:00:00,18,15,1,170.86400038896545,10.050823552292085
2024-01-15 18:00:00,19,15,1,170.0,10.0
2024-01-15 19:00:00,20,15,1,170.0,10.0
2024-01-15 20:00:00,21,15,1,170.0,10.0
2024-01-15 21:00:00,22,15,1,170.0,10.0
2024-01-15 22:00:00,23,15,1,170.0,10.0
2024-01-15 23:00:00,0,16,1,170.0,10.0
2024-01-16 00:00:00,1,16,1,170.0,10.0
2024-01-16 01:00:00,2,16,1,170.0,10.0
2024-01-16 02:00:00,3,16,1,170.0,10.0
2024-01-16 03:00:00,4,16,1,170.0,10.0
2024-01-16 04:00:00,5,16,1,170.0,10.0
2024-01-16 05:00:00,6,16,1,170.0,10.0
2024-01-16 06:00:00,7,16,1,170.0,10.0
2024-01-16 07:00:00,8,16,1,170.0,10.0
2024-01-16 08:00:00,9,16,1,494.9,29.111764705882354
2024-01-16 09:00:00,10,16,1,819.8,48.2235294117647
2024-01-16 10:00:00,11,16,1,1144.6999999999998,67.33529411764705
2024-01-16 11:00:00,12,16,1,1469.6,86.4470588235294
2024-01-16 12:00:00,13,16,1,1607.73,94.57235294117648
2024-01-16 13:00:00,14,16,1,1614.6365,94.97861764705883
2024-01-16 14:00:00,15,16,1,1614.981825,94.99893088235295
2024-01-16 15:00:00,16,16,1,1614.99909125,94.99994654411765
2024-01-16 16:00:00,17,16,1,1254.99909125,73.82347595588236
2024-01-16 17:00:00,18,16,1,894.99909125,52.64700536764706
2024-01-16 18:00:00,19,16,1,534.99909125,31.470534779411764
2024-01-16 19:00:00,20,16,1,174.99909125,10.29406419117647
2024-01-16 20:00:00,21,16,1,170.0,10.0
2024-01-16 21:00:00,22,16,1,170.0,10.0
2024-01-16 22:00:00,23,16,1,170.0,10.0
2024-01-16 23:00:00,0,17,1,170.0,10.0
2024-01-17 00:00:00,1,17,1,170.0,10.0
2024-01-17 01:00:00,2,17,1,170.0,10.0
2024-01-17 02:00:00,3,17,1,170.0,10.0
2024-01-17 03:00:00,4,17,1,170.0,10.0
2024-01-17 04:00:00,5,17,1,170.0,10.0
2024-01-17 05:00:00,6,17,1,170.0,10.0
2024-01-17 06:00:00,7,17,1,170.0,10.0
2024-01-17 07:00:00,8,17,1,170.0,10.0
2024-01-17 08:00:00,9,17,1,170.0,10.0
2024-01-17 09:00:00,10,17,1,494.9,29.111764705882354
2024-01-17 10:00:00,11,17,1,819.8,48.2235294117647
2024-01-17 11:00:00,12,17,1,1144.6999999999998,67.33529411764705
2024-01-17 12:00:00,13,17,1,1469.6,86.4470588235294
2024-01-17 13:00:00,14,17,1,1490.9077842461595,87.70045789683292
2024-01-17 14:00:00,15,17,1,1608.795389212308,94.63502289484165
2024-01-17 15:00:00,16,17,1,1248.795389212308,73.45855230660635
2024-01-17 16:00:00,17,17,1,888.795389212308,52.28208171837105
2024-01-17 17:00:00,18,17,1,528.795389212308,31.105611130135763
2024-01-17 18:00:00,19,17,1,170.0,10.0
2024-01-17 19:00:00,20,17,1,170.0,10.0
2024-01-17 20:00:00,21,17,1,170.0,10.0
2024-01-17 21:00:00,22,17,1,170.0,10.0
2024-01-17 22:00:00,23,17,1,170.0,10.0
2024-01-17 23:00:00,0,18,1,170.0,10.0
2024-01-18 00:00:00,1,18,1,170.0,10.0
2024-01-18 01:00:00,2,18,1,170.0,10.0
2024-01-18 02:00:00,3,18,1,170.0,10.0
2024-01-18 03:00:00,4,18,1,170.0,10.0
2024-01-18 04:00:00,5,18,1,170.0,10.0
2024-01-18 05:00:00,6,18,1,170.0,10.0
2024-01-18 06:00:00,7,18,1,170.0,10.0
2024-01-18 07:00:00,8,18,1,287.1252094600144,16.889718203530258
2024-01-18 08:00:00,9,18,1,612.0252094600144,36.00148290941261
2024-01-18 09:00:00,10,18,1,936.9252094600143,55.11324761529496
2024-01-18 10:00:00,11,18,1,1261.8252094600143,74.2250123211773
2024-01-18 11:00:00,12,18,1,1586.7252094600144,93.33677702705967
2024-01-18 12:00:00,13,18,1,1613.5862604730007,94.91683885135298
2024-01-18 13:00:00,14,18,1,1614.9293130236501,94.99584194256767
2024-01-18 14:00:00,15,18,1,1614.9964656511825,94.99979209712838
2024-01-18 15:00:00,16,18,1,1614.9998232825592,94.99998960485642
2024-01-18 16:00:00,17,18,1,1254.9998232825592,73.82351901662113
2024-01-18 17:00:00,18,18,1,894.9998232825592,52.64704842838584
2024-01-18 18:00:00,19,18,1,534.9998232825592,31.470577840150543
2024-01-18 19:00:00,20,18,1,174.9998232825592,10.294107251915246
2024-01-18 20:00:00,21,18,1,170.0,10.0
2024-01-18 21:00:00,22,18,1,170.0,10.0
2024-01-18 22:00:00,23,18,1,170.0,10.0
2024-01-18 23:00:00,0,19,1,170.0,10.0
2024-01-19 00:00:00,1,19,1,170.0,10.0
2024-01-19 01:00:00,2,19,1,170.0,10.0
2024-01-19 02:00:00,3,19,1,170.0,10.0
2024-01-19 03:00:00,4,19,1,170.0,10.0
2024-01-19 04:00:00,5,19,1,170.0,10.0
2024-01-19 05:00:00,6,19,1,170.0,10.0
2024-01-19 06:00:00,7,19,1,170.0,10.0
2024-01-19 07:00:00,8,19,1,170.0,10.0
2024-01-19 08:00:00,9,19,1,494.9,29.111764705882354
2024-01-19 09:00:00,10,19,1,819.8,48.2235294117647
2024-01-19 10:00:00,11,19,1,1144.6999999999998,67.33529411764705
2024-01-19 11:00:00,12,19,1,1469.6,86.4470588235294
2024-01-19 12:00:00,13,19,1,1607.73,94.57235294117648
2024-01-19 13:00:00,14,19,1,1614.6365,94.97861764705883
2024-01-19 14:00:00,15,19,1,1614.981825,94.99893088235295
2024-01-19 15:00:00,16,19,1,1614.99909125,94.99994654411765
2024-01-19 16:00:00,17,19,1,1254.99909125,73.82347595588236
2024-01-19 17:00:00,18,19,1,894.99909125,52.64700536764706
2024-01-19 18:00:00,19,19,1,534.99909125,31.470534779411764
2024-01-19 19:00:00,20,19,1,174.99909125,10.29406419117647
2024-01-19 20:00:00,21,19,1,170.0,10.0
2024-01-19 21:00:00,22,19,1,170.0,10.0
2024-01-19 22:00:00,23,19,1,170.0,10.0
2024-01-19 23:00:00,0,20,1,170.0,10.0
2024-01-20 00:00:00,1,20,1,170.0,10.0
2024-01-20 01:00:00,2,20,1,170.0,10.0
2024-01-20 02:00:00,3,20,1,170.0,10.0
2024-01-20 03:00:00,4,20,1,170.0,10.0
2024-01-20 04:00:00,5,20,1,170.0,10.0
2024-01-20 05:00:00,6,20,1,170.0,10.0
2024-01-20 06:00:00,7,20,1,170.0,10.0
2024-01-20 07:00:00,8,20,1,341.88034927675926,20.11060878098584
2024-01-20 08:00:00,9,20,1,666.7803492767592,39.22237348686819
