timestamp,hour,day_of_year,soc_arrival_motos_mean,soc_target_motos_mean,soc_current_motos_mean,soc_arrival_mototaxis_mean,soc_target_mototaxis_mean,soc_current_mototaxis_mean,fully_charged_motos,fully_charged_mototaxis,fully_charged_total,vehicles_charging_motos,vehicles_charging_mototaxis,charging_time_motos_min,charging_time_mototaxis_min
2024-01-01 10:00:00,10,1,0.20286604218086993,0.8131752319786337,0.20286604218086993,0.23998352086035035,0.8055788620388754,0.23998352086035035,1,1,328,287,41,22.886594617416144,21.20982529419469
2024-01-01 11:00:00,11,1,0.3128897505812869,0.8707769470002534,0.3128897505812869,0.23321550336985378,0.9290660860912326,0.23321550336985378,1,1,328,287,41,20.920769865711247,26.09439685205171
2024-01-01 12:00:00,12,1,0.290367280851219,0.8541059055365884,0.290367280851219,0.28199133903654466,0.8322059530427508,0.28199133903654466,1,1,208,182,26,21.14019842570135,20.633048025232725
2024-01-01 13:00:00,13,1,0.34426663629622845,0.8276972620748405,0.34426663629622845,0.3366836378534373,0.8362990973530552,0.3366836378534373,1,1,208,182,26,18.12864846669795,18.735579731235667
2024-01-01 14:00:00,14,1,0.29965529710347133,0.8377509323614339,0.29965529710347133,0.25316731201333353,0.8842511188400732,0.25316731201333353,1,1,208,182,26,20.178586322173597,23.665642756002736
2024-01-01 15:00:00,15,1,0.2909944428978014,0.8430928562227569,0.2909944428978014,0.3468965354956236,0.831835010055939,0.3468965354956236,1,1,208,182,26,20.703690499685827,18.185192796011826
2024-01-01 16:00:00,16,1,0.2673726972397575,0.8382606693056134,0.2673726972397575,0.2524256591971179,0.8695727487303027,0.2524256591971179,1,1,208,182,26,21.408298952469597,23.143015857494426
2024-01-01 17:00:00,17,1,0.23380312447890433,0.8470043004589501,0.23380312447890433,0.33358428412579544,0.8268435515474286,0.33358428412579544,1,1,0,0,0,22.995044099251714,18.49722252831124
2024-01-01 18:00:00,18,1,0.30052614453390436,0.8636826709221036,0.30052614453390436,0.21432148149325267,0.933664473861787,0.21432148149325267,1,1,456,399,57,21.11836973955747,26.975362213820034
2024-01-01 19:00:00,19,1,0.31036498886778696,0.8443553493926627,0.31036498886778696,0.34246288567665323,0.8514576748823837,0.34246288567665323,1,1,456,399,57,20.02463851968284,19.087304595214892
2024-01-01 20:00:00,20,1,0.23869934571172904,0.867675476475056,0.23869934571172904,0.2727398513814183,0.8823556970821675,0.2727398513814183,1,1,456,399,57,23.586604903624764,22.860594213778096
2024-01-01 21:00:00,21,1,0.21433132307905484,0.8191390487429753,0.21433132307905484,0.2719202436360304,0.8788944495287078,0.2719202436360304,1,1,0,0,0,22.680289712397013,22.7615327209754
2024-01-01 22:00:00,22,1,0.34413646133550163,0.847962738632066,0.34413646133550163,0.2094187830208007,0.9023441730491554,0.2094187830208007,1,1,0,0,0,18.89348539862116,25.984702126063304
2024-01-01 23:00:00,23,1,0.23776509301520166,0.9370837428812965,0.23776509301520166,0.32962841272294174,0.9066145268446082,0.32962841272294174,1,1,0,0,0,26.224449369978554,21.63697927956249
2024-01-02 00:00:00,0,2,0.24232476791654647,0.9386536700514332,0.24232476791654647,0.34256544943197603,0.8601121174586208,0.34256544943197603,1,1,0,0,0,26.11233383005825,19.408000050999174
2024-01-02 01:00:00,1,2,0.31523809019941773,0.9396359095521601,0.31523809019941773,0.2602547897761609,0.8485423901701002,0.2602547897761609,1,1,0,0,0,23.41491822572784,22.060785014772726
2024-01-02 02:00:00,2,2,0.3196885095672475,0.8305332387078103,0.3196885095672475,0.2178175144249464,0.8865707751750481,0.2178175144249464,1,1,0,0,0,19.156677342771104,25.078247278128813
2024-01-02 03:00:00,3,2,0.2816055797600624,0.8775220907282495,0.2816055797600624,0.2840748389945187,0.8564479890400198,0.2840748389945187,1,1,0,0,0,22.346869161307012,21.463993126706292
2024-01-02 04:00:00,4,2,0.2574061445969963,0.9009614374369281,0.2574061445969963,0.270176499031598,0.8306782101352642,0.270176499031598,1,1,0,0,0,24.13332348149744,21.018814166387482
2024-01-02 05:00:00,5,2,0.2572476425302996,0.8720129406909332,0.2572476425302996,0.2818956946776521,0.8111385439571456,0.2818956946776521,1,1,0,0,0,23.053698681023754,19.846606847981004
2024-01-02 06:00:00,6,2,0.24287410827157743,0.8975358932986933,0.24287410827157743,0.24091703196586492,0.831510797403275,0.24091703196586492,1,1,0,0,0,24.549816938516845,22.14726620390288
2024-01-02 07:00:00,7,2,0.31104022297109857,0.8795744987820938,0.31104022297109857,0.22945673314523277,0.8764228806152011,0.22945673314523277,1,1,0,0,0,21.32003534291232,24.261230530123814
2024-01-02 08:00:00,8,2,0.23584802486535936,0.8268135652966645,0.23584802486535936,0.23861264793685066,0.9147365207129262,0.23861264793685066,1,1,0,0,0,22.161207766173938,25.354645229102832
2024-01-02 09:00:00,9,2,0.2656582556974796,0.83474782558922,0.2656582556974796,0.3016183006342524,0.9226801010719515,0.3016183006342524,1,1,0,0,0,21.340858870940266,23.289817516413713
2024-01-02 10:00:00,10,2,0.33253080541648783,0.8085573108247658,0.33253080541648783,0.24794051440463924,0.94674399651994,0.24794051440463924,1,1,328,287,41,17.850993952810423,26.205130579323775
2024-01-02 11:00:00,11,2,0.24339217104990765,0.9244771940428462,0.24339217104990765,0.3027659998779204,0.9071855196411716,0.3027659998779204,1,1,328,287,41,25.540688362235198,22.665731991121916
2024-01-02 12:00:00,12,2,0.3176760285631131,0.9221782063700724,0.3176760285631131,0.3406492151600008,0.8954087643467803,0.3406492151600008,1,1,208,182,26,22.66883166776097,20.80348309450423
2024-01-02 13:00:00,13,2,0.31384304851603856,0.9427897266584132,0.31384304851603856,0.2291460101586897,0.9423837742588773,0.2291460101586897,1,1,208,182,26,23.585500430339053,26.746416153757032
2024-01-02 14:00:00,14,2,0.262667807740165,0.9485793652658954,0.262667807740165,0.3097094913576312,0.8327094136735721,0.3097094913576312,1,1,208,182,26,25.72168340721489,19.612497086847785
2024-01-02 15:00:00,15,2,0.23386531513941244,0.8148652013153673,0.23386531513941244,0.3006214063766421,0.8668948241845387,0.3006214063766421,1,1,208,182,26,21.787495731598305,21.23525316779612
2024-01-02 16:00:00,16,2,0.26301472083958977,0.8418138781271614,0.26301472083958977,0.2485490979794791,0.8065963682928947,0.2485490979794791,1,1,208,182,26,21.704968398283935,20.926772636753086
2024-01-02 17:00:00,17,2,0.2096545536321907,0.8214457812670493,0.2096545536321907,0.28371343533637966,0.9466934777640126,0.28371343533637966,1,1,0,0,0,22.94217103630719,24.86175159103623
2024-01-02 18:00:00,18,2,0.2894649030381495,0.8626580111124484,0.2894649030381495,0.3350302778149328,0.8551477434785743,0.3350302778149328,1,1,456,399,57,21.49474155278621,19.504404962386555
2024-01-02 19:00:00,19,2,0.32559855834662454,0.932124343515393,0.32559855834662454,0.2859702993810377,0.8296200912762605,0.2859702993810377,1,1,456,399,57,22.744716943828813,20.386867196070853
2024-01-02 20:00:00,20,2,0.33387295794935823,0.8510853364936164,0.33387295794935823,0.323772530344696,0.8221125754684764,0.323772530344696,1,1,456,399,57,19.39546419540968,18.687751692141763
2024-01-02 21:00:00,21,2,0.23007911658248403,0.8281704667534582,0.23007911658248403,0.22078046387641492,0.804890716737902,0.22078046387641492,1,1,0,0,0,22.428425631411532,21.904134482305764
2024-01-02 22:00:00,22,2,0.27535928515479347,0.9309511662897917,0.27535928515479347,0.2053165377495475,0.8473616134116293,0.2053165377495475,1,1,0,0,0,24.584695542562432,24.076690337328063
2024-01-02 23:00:00,23,2,0.33430727666919124,0.8649735265048117,0.33430727666919124,0.22921315473928838,0.8718298501655956,0.22921315473928838,1,1,0,0,0,19.899984368835767,24.09812607848652
2024-01-03 00:00:00,0,3,0.2383881397082406,0.9404708993848495,0.2383881397082406,0.29908142418292244,0.8352435522343992,0.29908142418292244,1,1,0,0,0,26.328103487872834,20.106079801930377
2024-01-03 01:00:00,1,3,0.3300848514449435,0.9196411353371661,0.3300848514449435,0.2511303931065767,0.866082050547812,0.2511303931065767,1,1,0,0,0,22.108360645958346,23.06068715404632
2024-01-03 02:00:00,2,3,0.20247319022249466,0.9267310303734028,0.20247319022249466,0.29228785168531335,0.8390260888202858,0.29228785168531335,1,1,0,0,0,27.159669005659055,20.502683892561468
2024-01-03 03:00:00,3,3,0.2828745431556589,0.83215125589073,0.2828745431556589,0.2543465818600177,0.9358056284736369,0.2543465818600177,1,1,0,0,0,20.597876727565165,25.55471424801072
2024-01-03 04:00:00,4,3,0.279185807972891,0.8606742810116286,0.279185807972891,0.28286835876035776,0.828926430273473,0.28286835876035776,1,1,0,0,0,21.805817738952655,20.477177681741818
2024-01-03 05:00:00,5,3,0.3385025580305028,0.8520040050717544,0.3385025580305028,0.26370792106612395,0.8935948909012991,0.26370792106612395,1,1,0,0,0,19.256304264046936,23.620761368819064
2024-01-03 06:00:00,6,3,0.2368922665289316,0.8430393672777451,0.2368922665289316,0.2994102781509826,0.9207791858325283,0.2994102781509826,1,1,0,0,0,22.730516278080504,23.30133403805796
2024-01-03 07:00:00,7,3,0.2096027564238178,0.8561784871600387,0.2096027564238178,0.300962646057666,0.8363520071296301,0.300962646057666,1,1,0,0,0,24.246589902608285,20.077101040198652
2024-01-03 08:00:00,8,3,0.3353157056879297,0.8313171735360549,0.3353157056879297,0.286605984001626,0.919468045192806,0.286605984001626,1,1,0,0,0,18.600055044304696,23.732327294669247
2024-01-03 09:00:00,9,3,0.3311059700561494,0.9302740603793157,0.3311059700561494,0.3445650995706705,0.8823670431320804,0.3445650995706705,1,1,0,0,0,22.468803387118733,20.16757288355287
2024-01-03 10:00:00,10,3,0.2245500935829301,0.8840591001693204,0.2245500935829301,0.23666130807967586,0.9418666128798974,0.23666130807967586,1,1,328,287,41,24.731587746989636,26.445198930008303
2024-01-03 11:00:00,11,3,0.3499611960029594,0.8956301562529823,0.3499611960029594,0.23889250229224557,0.8570354895603133,0.23889250229224557,1,1,328,287,41,20.462586009375855,23.180362022552536
2024-01-03 12:00:00,12,3,0.25202059555200856,0.8755077718752654,0.25202059555200856,0.33407299643133986,0.8608917121316082,0.33407299643133986,1,1,208,182,26,23.38076911212213,19.755701838760064
2024-01-03 13:00:00,13,3,0.24693172390162377,0.9122335751794546,0.24693172390162377,0.2995669271924222,0.9207463166904682,0.2995669271924222,1,1,208,182,26,24.948819422918657,23.294227106176724
2024-01-03 14:00:00,14,3,0.3270656031485665,0.8731247246363579,0.3270656031485665,0.3190496994077269,0.8750686750066211,0.3190496994077269,1,1,208,182,26,20.47721705579218,20.850711584958532
2024-01-03 15:00:00,15,3,0.3320346653948744,0.9309695527833389,0.3320346653948744,0.22388152446550275,0.9017524636554262,0.22388152446550275,1,1,208,182,26,22.460058277067418,25.420160219622126
2024-01-03 16:00:00,16,3,0.30148379773199685,0.9230186922373022,0.30148379773199685,0.3015728157554095,0.8670741449543791,0.3015728157554095,1,1,208,182,26,23.307558543948947,21.206299844961357
2024-01-03 17:00:00,17,3,0.20805127314074806,0.899885360778281,0.20805127314074806,0.31045920801796856,0.9218646827538354,0.31045920801796856,1,1,0,0,0,25.943778286407483,22.927705302595005
2024-01-03 18:00:00,18,3,0.2838820660279422,0.9029114103008999,0.2838820660279422,0.3010150852751451,0.8392535980141081,0.3010150852751451,1,1,456,399,57,23.213600410235912,20.183944227711116
2024-01-03 19:00:00,19,3,0.3041769412741632,0.8247699727973065,0.3041769412741632,0.31257678887606627,0.8491065462146024,0.31257678887606627,1,1,456,399,57,19.522238682117873,20.119865900195105
2024-01-03 20:00:00,20,3,0.32362959539981934,0.9165676411130108,0.32362959539981934,0.2290225974511367,0.9019359770272013,0.2290225974511367,1,1,456,399,57,22.235176714244677,25.23425173410242
2024-01-03 21:00:00,21,3,0.24671429882929558,0.8767904871355536,0.24671429882929558,0.21710556972612888,0.8059780427454332,0.21710556972612888,1,1,0,0,0,23.627857061484676,22.082717738223906
2024-01-03 22:00:00,22,3,0.2757845811273719,0.8615557207334393,0.2757845811273719,0.3084397943771051,0.9303057858686401,0.3084397943771051,1,1,0,0,0,21.966417735227527,23.31997468093256
2024-01-03 23:00:00,23,3,0.3273505681824618,0.8220956792240678,0.3273505681824618,0.2811081697904789,0.9377585174025884,0.2811081697904789,1,1,0,0,0,18.552941664060224,24.624388035454103
2024-01-04 00:00:00,0,4,0.24402734490463696,0.8873911141190163,0.24402734490463696,0.2356447328811342,0.8749653549629092,0.2356447328811342,1,1,0,0,0,24.126141345539224,23.97452332806656
2024-01-04 01:00:00,1,4,0.30156793259822173,0.8889485892455901,0.30156793259822173,0.24364086474063593,0.8149087549772425,0.24364086474063593,1,1,0,0,0,22.026774624276307,21.422545883872743
2024-01-04 02:00:00,2,4,0.26313596032958053,0.9031556568241479,0.26313596032958053,0.2093290722445792,0.9374021938209333,0.2093290722445792,1,1,0,0,0,24.000738618546272,27.302742059113278
2024-01-04 03:00:00,3,4,0.3022569070444012,0.9440286973750636,0.3022569070444012,0.326326353454921,0.9340564709460887,0.326326353454921,1,1,0,0,0,24.066442137399836,22.789879405918786
2024-01-04 04:00:00,4,4,0.23318419842297322,0.9238317333839838,0.23318419842297322,0.309752690246498,0.8276924061879256,0.309752690246498,1,1,0,0,0,25.899282561037896,19.422739347803535
2024-01-04 05:00:00,5,4,0.28234965476493007,0.8142766338989406,0.28234965476493007,0.32368904436920737,0.8218351894575628,0.32368904436920737,1,1,0,0,0,19.94726171752539,18.68048044081333
2024-01-04 06:00:00,6,4,0.3273270079212628,0.8172753983283296,0.3273270079212628,0.31822041009893287,0.9343391562605748,0.31822041009893287,1,1,0,0,0,18.373064640265007,23.104452981061574
2024-01-04 07:00:00,7,4,0.3104850351963912,0.9312704146047097,0.3104850351963912,0.296787619130359,0.8998517709765195,0.296787619130359,1,1,0,0,0,23.279451727811942,22.614905694231016
2024-01-04 08:00:00,8,4,0.27494338794214374,0.9037935146899017,0.27494338794214374,0.31561802069360934,0.8591955622917442,0.31561802069360934,1,1,0,0,0,23.581879753040923,20.384157809930056
2024-01-04 09:00:00,9,4,0.2569497489594895,0.9087105897450138,0.2569497489594895,0.3480246792879174,0.8105506264846798,0.3480246792879174,1,1,0,0,0,24.44103152945716,17.34472301987859
2024-01-04 10:00:00,10,4,0.31812812159002596,0.9102323722153466,0.31812812159002596,0.25165914801506256,0.8866948966161468,0.25165914801506256,1,1,328,287,41,22.203909398449525,23.81384057254066
2024-01-04 11:00:00,11,4,0.2253303961347478,0.8237563521455572,0.2253303961347478,0.3235417227812402,0.8692398985987998,0.3235417227812402,1,1,328,287,41,22.44097335040535,20.463681593158483
2024-01-04 12:00:00,12,4,0.2879537920984769,0.8619384549747404,0.2879537920984769,0.2995777629131763,0.9039786987442644,0.2995777629131763,1,1,208,182,26,21.52442485785988,22.6650350936658
2024-01-04 13:00:00,13,4,0.2646816006073801,0.9034417523091002,0.2646816006073801,0.2937590179305119,0.8806662672521648,0.2937590179305119,1,1,208,182,26,23.953505688814502,22.009021849561982
2024-01-04 14:00:00,14,4,0.20928652777937293,0.8855240539735709,0.20928652777937293,0.30293578736989635,0.8039777881674035,0.30293578736989635,1,1,208,182,26,25.358907232282423,18.789075029906517
2024-01-04 15:00:00,15,4,0.24341821620411574,0.9044648969672386,0.24341821620411574,0.3191305262405956,0.9443757874812859,0.3191305262405956,1,1,208,182,26,24.789250528617107,23.446697296525883
2024-01-04 16:00:00,16,4,0.3101218097519202,0.8357691924576492,0.3101218097519202,0.22726209800461425,0.9349812552864019,0.22726209800461425,1,1,208,182,26,19.71177685146484,26.539468398067033
2024-01-04 17:00:00,17,4,0.2432983182416712,0.8434870751094561,0.2432983182416712,0.22067095155286037,0.9184836002218582,0.22067095155286037,1,1,0,0,0,22.50707838254193,26.167974325087414
2024-01-04 18:00:00,18,4,0.2585597171195751,0.8935617461411777,0.2585597171195751,0.20640488945821814,0.9470439606615497,0.20640488945821814,1,1,456,399,57,23.812576088310095,27.773965170124935
2024-01-04 19:00:00,19,4,0.2953425985568491,0.855769967781236,0.2953425985568491,0.24609781566080802,0.9390190258129446,0.24609781566080802,1,1,456,399,57,21.01602634591451,25.98454538070512
2024-01-04 20:00:00,20,4,0.32467232851088124,0.881134391894766,0.32467232851088124,0.34706489374485217,0.8098797818554112,0.34706489374485217,1,1,456,399,57,20.867327376895677,17.355558304145962
2024-01-04 21:00:00,21,4,0.24791315008599255,0.8719739540743943,0.24791315008599255,0.2866116505180393,0.8203572599888835,0.2866116505180393,1,1,0,0,0,23.402280149565062,20.01546035515666
2024-01-04 22:00:00,22,4,0.2238837181436967,0.9452714824527426,0.2238837181436967,0.20284717026064022,0.8909313562941059,0.20284717026064022,1,1,0,0,0,27.052041161589223,25.80315697625496
2024-01-04 23:00:00,23,4,0.30674963239200587,0.8493425078791633,0.30674963239200587,0.2125901362125001,0.8206109456896263,0.2125901362125001,1,1,0,0,0,20.3472328307684,22.80078035539223
2024-01-05 00:00:00,0,5,0.330906296463631,0.9439762596217423,0.330906296463631,0.20182161996812195,0.903704838787861,0.20182161996812195,1,1,0,0,0,22.99012361842917,26.32062070574021
2024-01-05 01:00:00,1,5,0.28897345481375775,0.8786367946130864,0.28897345481375775,0.22742882476212137,0.8387817676239399,0.22742882476212137,1,1,0,0,0,22.112375242474826,22.925735357318196
2024-01-05 02:00:00,2,5,0.30420693183293207,0.9037397220302305,0.30420693183293207,0.2667110048709615,0.874692669928861,0.2667110048709615,1,1,0,0,0,22.48247963239869,22.799312439671233
2024-01-05 03:00:00,3,5,0.2259849980439954,0.8486853083434414,0.2259849980439954,0.29323967515080196,0.9170001386916129,0.29323967515080196,1,1,0,0,0,23.35126163622922,23.39101738278041
2024-01-05 04:00:00,4,5,0.2797598888457026,0.8411029246153924,0.2797598888457026,0.22514834507946496,0.9098328478884372,0.22514834507946496,1,1,0,0,0,21.050363841363367,25.67566885533646
2024-01-05 05:00:00,5,5,0.33064379309850933,0.9355579917485093,0.33064379309850933,0.31714930912698625,0.878106438309019,0.31714930912698625,1,1,0,0,0,22.684282449374997,21.03589234432623
2024-01-05 06:00:00,6,5,0.3261635402080495,0.8761779145282821,0.3261635402080495,0.2586241188474739,0.8395048379280368,0.2586241188474739,1,1,0,0,0,20.62553903700872,21.78302696552111
2024-01-05 07:00:00,7,5,0.3458083310032924,0.806910158605897,0.3458083310032924,0.28664104056200035,0.9083006047603255,0.28664104056200035,1,1,0,0,0,17.291318535097673,23.312233657437194
2024-01-05 08:00:00,8,5,0.31733858145700394,0.8569682716172221,0.31733858145700394,0.21030991269102015,0.901194609345791,0.21030991269102015,1,1,0,0,0,20.23611338100818,25.908176124553904
2024-01-05 09:00:00,9,5,0.22955457595585554,0.9254568683030596,0.22955457595585554,0.3066832893816612,0.9016273026733055,0.3066832893816612,1,1,0,0,0,26.096335963020152,22.310400498436664
2024-01-05 10:00:00,10,5,0.29159390984134254,0.8574516924385187,0.29159390984134254,0.3242588632422081,0.8898440722713734,0.3242588632422081,1,1,328,287,41,21.21966684739411,21.209445338593696
2024-01-05 11:00:00,11,5,0.27182832588675815,0.9270388921676769,0.27182832588675815,0.3445839063097773,0.8037076227096305,0.3445839063097773,1,1,328,287,41,24.57039623553445,17.217139364994495
2024-01-05 12:00:00,12,5,0.2924955494123484,0.8686740321359439,0.2924955494123484,0.2946320535057325,0.8599814071676904,0.2946320535057325,1,1,208,182,26,21.606693102134827,21.200600762323422
2024-01-05 13:00:00,13,5,0.2209899864937482,0.8499773939360616,0.2209899864937482,0.26702979501249824,0.8581738745845597,0.26702979501249824,1,1,208,182,26,23.58702777908675,22.167902983952306
2024-01-05 14:00:00,14,5,0.26168537243292794,0.9338307576350031,0.26168537243292794,0.2921561167089607,0.9075432867346266,0.2921561167089607,1,1,208,182,26,25.20545194507782,23.07701887596247
2024-01-05 15:00:00,15,5,0.31664455091565624,0.8920603543242537,0.31664455091565624,0.3076046918602742,0.8684629951232103,0.3076046918602742,1,1,208,182,26,21.578092627822404,21.03218637236011
2024-01-05 16:00:00,16,5,0.34095882794134286,0.865850797845589,0.34095882794134286,0.22693977524910458,0.9067358757505907,0.22693977524910458,1,1,208,182,26,19.683448871409233,25.492353768805728
2024-01-05 17:00:00,17,5,0.21568691122751538,0.8350736036786706,0.21568691122751538,0.26532397582598677,0.8985187756770301,0.26532397582598677,1,1,0,0,0,23.227000966918318,23.744804994414125
2024-01-05 18:00:00,18,5,0.3407723295964444,0.8033309034470661,0.3407723295964444,0.25330330283133834,0.8411174234507518,0.25330330283133834,1,1,456,399,57,17.345946519398314,22.043029523228004
2024-01-05 19:00:00,19,5,0.31960807575639305,0.8903013717684847,0.31960807575639305,0.21740371486818447,0.8926781919062743,0.21740371486818447,1,1,456,399,57,21.400998600453434,25.32279288892837
2024-01-05 20:00:00,20,5,0.24962040780094946,0.9108624132034456,0.24962040780094946,0.349399000692498,0.9432044811738659,0.349399000692498,1,1,456,399,57,24.7965752025936,22.267705518051297
2024-01-05 21:00:00,21,5,0.24676786257632805,0.8053067130216375,0.24676786257632805,0.29079289813763,0.8828850600651446,0.29079289813763,1,1,0,0,0,20.945206891699105,22.203456072281796
2024-01-05 22:00:00,22,5,0.24352307299910897,0.8313161098284539,0.24352307299910897,0.26130489446470895,0.8888630029073044,0.26130489446470895,1,1,0,0,0,22.042238881100435,23.53342906659733
2024-01-05 23:00:00,23,5,0.2260834386044649,0.8574397545122723,0.2260834386044649,0.23040348625822657,0.818712594621742,0.23040348625822657,1,1,0,0,0,23.675861846542777,22.061591563631826
2024-01-06 00:00:00,0,6,0.3321724334046019,0.8583300205748196,0.3321724334046019,0.2656092366250493,0.824266347528376,0.2656092366250493,1,1,0,0,0,19.73090951888316,20.94964165887475
2024-01-06 01:00:00,1,6,0.32300847308047065,0.9206392849952545,0.32300847308047065,0.23207600678524307,0.8904734056821966,0.23207600678524307,1,1,0,0,0,22.411155446804393,24.689902458635753
2024-01-06 02:00:00,2,6,0.3104988316404063,0.8054526878027433,0.3104988316404063,0.3295365049142229,0.82193619824167,0.3295365049142229,1,1,0,0,0,18.560769606087636,18.464988499779263
2024-01-06 03:00:00,3,6,0.3270452345753494,0.8319159385088102,0.3270452345753494,0.27794660012401473,0.8851426036884709,0.27794660012401473,1,1,0,0,0,18.93265139750478,22.769850133667102
2024-01-06 04:00:00,4,6,0.2913673435649503,0.8393864475070939,0.2913673435649503,0.32005291275461345,0.8838535845434219,0.32005291275461345,1,1,0,0,0,20.55071639783038,21.142525192080313
2024-01-06 05:00:00,5,6,0.2516349508441862,0.9052270497202202,0.2516349508441862,0.2112253058856337,0.817445717929268,0.2112253058856337,1,1,0,0,0,24.509703707851273,22.733265451636285
2024-01-06 06:00:00,6,6,0.23445034871645742,0.8513981705377769,0.23445034871645742,0.2677451431605148,0.8962116342833386,0.2677451431605148,1,1,0,0,0,23.135543318299476,23.567493417105894
2024-01-06 07:00:00,7,6,0.3416938682679255,0.8405667362722207,0.3416938682679255,0.23311425623199014,0.8087855417731721,0.23311425623199014,1,1,0,0,0,18.707732550161065,21.58767320779432
2024-01-06 08:00:00,8,6,0.2437588566413694,0.9023337476742944,0.2437588566413694,0.22712929646665378,0.878813447021789,0.22712929646665378,1,1,0,0,0,24.69655841373469,24.438155645817567
2024-01-06 09:00:00,9,6,0.2615066878971069,0.8981367351713974,0.2615066878971069,0.27908798435025095,0.8742438660277964,0.27908798435025095,1,1,0,0,0,23.873626772785894,22.31834556290795
2024-01-06 10:00:00,10,6,0.250649641303148,0.8502761821932728,0.250649641303148,0.2618413411488294,0.908561955601628,0.2618413411488294,1,1,328,287,41,22.485995283379683,24.252023041979946
2024-01-06 11:00:00,11,6,0.34239928934274,0.941217592588171,0.34239928934274,0.3211737478473783,0.9476411597546813,0.3211737478473783,1,1,328,287,41,22.455686371703656,23.49252794652386
2024-01-06 12:00:00,12,6,0.23463933988623834,0.8289853067394309,0.23463933988623834,0.29027947785285957,0.818395611365015,0.29027947785285957,1,1,208,182,26,22.28797375699472,19.80435500670583
2024-01-06 13:00:00,13,6,0.22542080586095398,0.8925426827686311,0.22542080586095398,0.20927634099282091,0.8072218642703496,0.20927634099282091,1,1,208,182,26,25.017070384037893,22.422957122907327
2024-01-06 14:00:00,14,6,0.2736346448623044,0.8819392292403446,0.2736346448623044,0.24148728291244084,0.9162437757452652,0.24148728291244084,1,1,208,182,26,22.81142191417651,25.303368481230912
2024-01-06 15:00:00,15,6,0.3357130171626986,0.8364568331954199,0.3357130171626986,0.21894655589877565,0.8793309846231351,0.21894655589877565,1,1,208,182,26,18.77789310122705,24.764416077163478
2024-01-06 16:00:00,16,6,0.3325999530950161,0.8744052376280951,0.3325999530950161,0.2718732000179217,0.9156757697739757,0.2718732000179217,1,1,208,182,26,20.31769816999046,24.142596365852025
2024-01-06 17:00:00,17,6,0.22923673891627697,0.9070656792601297,0.22923673891627697,0.2557619519705275,0.8531292857091989,0.2557619519705275,1,1,0,0,0,25.418585262894478,22.401275015200174
2024-01-06 18:00:00,18,6,0.2780326949876919,0.8743774545997931,0.2780326949876919,0.27881379176315835,0.8438260448423627,0.27881379176315835,1,1,456,399,57,22.362928485453793,21.18795949047016
2024-01-06 19:00:00,19,6,0.22623489858501392,0.8175434439803905,0.22623489858501392,0.2939927705585382,0.8712126609148658,0.2939927705585382,1,1,456,399,57,22.17407045232662,21.64574588836229
2024-01-06 20:00:00,20,6,0.3349318818248458,0.9000705168656813,0.3349318818248458,0.22453140879288547,0.9146123938244621,0.22453140879288547,1,1,456,399,57,21.192698814031328,25.878036938684122
