datetime,pv_kwh,ev_kwh,mall_kwh,pv_to_ev_kwh,pv_to_bess_kwh,pv_to_mall_kwh,grid_to_ev_kwh,grid_to_mall_kwh,bess_charge_kwh,bess_discharge_kwh,soc_percent
2024-01-02 19:00:00-05:00,0.0,238.25313471394514,2386,0.0,0.0,0.0,0.0,2386.0,0.0,238.25313471394514,88.9042919319217
2024-01-02 20:00:00-05:00,0.0,199.6501933913794,2288,0.0,0.0,0.0,0.0,2288.0,0.0,199.6501933913794,84.48725225512128
2024-01-02 21:00:00-05:00,0.0,154.91134430986196,2089,0.0,0.0,0.0,0.0,2089.0,0.0,154.91134430986196,81.06001012437211
2024-01-02 22:00:00-05:00,0.0,130.3843006828335,1216,0.0,0.0,0.0,0.0,1216.0,0.0,130.3843006828335,78.17540170218552
2024-01-02 23:00:00-05:00,0.0,105.21949808604573,731,0.0,0.0,0.0,105.21949808604573,731.0,0.0,0.0,78.17540170218552
2024-01-03 00:00:00-05:00,0.0,66.89046412985438,659,0.0,0.0,0.0,66.89046412985438,659.0,0.0,0.0,78.17540170218552
2024-01-03 01:00:00-05:00,0.0,39.42669484522616,594,0.0,0.0,0.0,39.42669484522616,594.0,0.0,0.0,78.17540170218552
2024-01-03 02:00:00-05:00,0.0,39.5753098132933,605,0.0,0.0,0.0,39.5753098132933,605.0,0.0,0.0,78.17540170218552
2024-01-03 03:00:00-05:00,0.0,39.5612076330554,553,0.0,0.0,0.0,39.5612076330554,553.0,0.0,0.0,78.17540170218552
2024-01-03 04:00:00-05:00,0.0,39.2934506025696,563,0.0,0.0,0.0,39.2934506025696,563.0,0.0,0.0,78.17540170218552
2024-01-03 05:00:00-05:00,0.0,38.99368603634765,536,0.0,0.0,0.0,38.99368603634765,536.0,0.0,0.0,78.17540170218552
2024-01-03 06:00:00-05:00,143.49854189830646,52.278769656839714,622,52.278769656839714,91.21977224146674,0.0,0.0,622.0,91.21977224146674,0.0,80.19353825620028
2024-01-03 07:00:00-05:00,914.6503157530964,79.49460299622854,757,79.49460299622854,835.1557127568678,0.0,0.0,757.0,835.1557127568678,0.0,98.67043455613099
2024-01-03 08:00:00-05:00,1950.986695440056,92.16444801339783,1110,92.16444801339783,60.09635806287964,1798.7258893637786,0.0,0.0,60.09635806287964,0.0,100.0
2024-01-03 09:00:00-05:00,2447.9804238713928,130.48512349008286,1258,130.48512349008286,0.0,2317.49530038131,0.0,0.0,0.0,0.0,100.0
2024-01-03 10:00:00-05:00,2886.6894777785838,155.98741184795276,1903,155.98741184795276,0.0,2730.702065930631,0.0,0.0,0.0,0.0,100.0
2024-01-03 11:00:00-05:00,2886.6894777785838,143.0849047294995,2360,143.0849047294995,0.0,2743.604573049084,0.0,0.0,0.0,0.0,100.0
2024-01-03 12:00:00-05:00,2753.9233644013825,132.43861705095313,2466,132.43861705095313,0.0,2621.484747350429,0.0,0.0,0.0,0.0,100.0
2024-01-03 13:00:00-05:00,2853.0221082770177,144.70356554503408,2404,144.70356554503408,0.0,2708.3185427319836,0.0,0.0,0.0,0.0,100.0
2024-01-03 14:00:00-05:00,2886.6894777785838,156.85881459360337,2388,156.85881459360337,0.0,2729.8306631849805,0.0,0.0,0.0,0.0,100.0
2024-01-03 15:00:00-05:00,2402.349270466001,170.47429385251056,2446,170.47429385251056,0.0,2231.8749766134906,0.0,214.12502338650938,0.0,0.0,100.0
2024-01-03 16:00:00-05:00,776.8904836649277,196.25207957481078,2315,196.25207957481078,0.0,580.638404090117,0.0,1734.361595909883,0.0,0.0,100.0
2024-01-03 17:00:00-05:00,163.1177754666644,261.0389259553763,2267,163.1177754666644,0.0,0.0,97.92115048871193,2267.0,0.0,0.0,100.0
2024-01-03 18:00:00-05:00,0.0,266.0097230900707,2254,0.0,0.0,0.0,0.0,2254.0,0.0,266.0097230900707,94.11482913517543
2024-01-03 19:00:00-05:00,0.0,234.97006151864676,2215,0.0,0.0,0.0,0.0,2215.0,0.0,234.97006151864676,88.91637644670979
2024-01-03 20:00:00-05:00,0.0,194.65460734953413,2158,0.0,0.0,0.0,0.0,2158.0,0.0,194.65460734953413,84.60985858499444
2024-01-03 21:00:00-05:00,0.0,155.55675750755503,1993,0.0,0.0,0.0,0.0,1993.0,0.0,155.55675750755503,81.16833740119898
2024-01-03 22:00:00-05:00,0.0,131.63930545541163,1213,0.0,0.0,0.0,0.0,1213.0,0.0,131.63930545541163,78.25596338669871
2024-01-03 23:00:00-05:00,0.0,105.14969813905951,733,0.0,0.0,0.0,105.14969813905951,733.0,0.0,0.0,78.25596338669871
2024-01-04 00:00:00-05:00,0.0,64.69064658779597,642,0.0,0.0,0.0,64.69064658779597,642.0,0.0,0.0,78.25596338669871
2024-01-04 01:00:00-05:00,0.0,39.10352512680222,609,0.0,0.0,0.0,39.10352512680222,609.0,0.0,0.0,78.25596338669871
2024-01-04 02:00:00-05:00,0.0,39.009260767015995,616,0.0,0.0,0.0,39.009260767015995,616.0,0.0,0.0,78.25596338669871
2024-01-04 03:00:00-05:00,0.0,38.25685880315932,598,0.0,0.0,0.0,38.25685880315932,598.0,0.0,0.0,78.25596338669871
2024-01-04 04:00:00-05:00,0.0,39.25624281997752,584,0.0,0.0,0.0,39.25624281997752,584.0,0.0,0.0,78.25596338669871
2024-01-04 05:00:00-05:00,0.0,38.87712363099912,533,0.0,0.0,0.0,38.87712363099912,533.0,0.0,0.0,78.25596338669871
2024-01-04 06:00:00-05:00,141.45157840969625,51.98203868077219,646,51.98203868077219,89.46953972892406,0.0,0.0,646.0,89.46953972892406,0.0,80.23537798247136
2024-01-04 07:00:00-05:00,1072.3803782910268,77.84867746140469,738,77.84867746140469,893.3609151922942,101.17078563732787,0.0,636.8292143626721,893.3609151922942,0.0,100.0
2024-01-04 08:00:00-05:00,2113.073413200998,91.28577276790082,947,91.28577276790082,0.0,2021.787640433097,0.0,0.0,0.0,0.0,100.0
2024-01-04 09:00:00-05:00,2373.31533453725,130.2564740773945,1251,130.2564740773945,0.0,2243.058860459855,0.0,0.0,0.0,0.0,100.0
2024-01-04 10:00:00-05:00,2886.6894777785838,154.6078723798449,1983,154.6078723798449,0.0,2732.0816053987387,0.0,0.0,0.0,0.0,100.0
2024-01-04 11:00:00-05:00,2886.6894777785838,144.88306824307406,2439,144.88306824307406,0.0,2741.80640953551,0.0,0.0,0.0,0.0,100.0
2024-01-04 12:00:00-05:00,2886.6894777785838,130.8816256066224,2428,130.8816256066224,0.0,2755.8078521719613,0.0,0.0,0.0,0.0,100.0
2024-01-04 13:00:00-05:00,1917.78090779956,144.87610181301503,2419,144.87610181301503,0.0,1772.904805986545,0.0,646.0951940134551,0.0,0.0,100.0
2024-01-04 14:00:00-05:00,2284.9905955246963,157.21227702877815,2556,157.21227702877815,0.0,2127.778318495918,0.0,428.22168150408197,0.0,0.0,100.0
2024-01-04 15:00:00-05:00,1565.5980851791212,169.85005744928355,2508,169.85005744928355,0.0,1395.7480277298378,0.0,1112.2519722701622,0.0,0.0,100.0
2024-01-04 16:00:00-05:00,1166.5106866633314,196.89566689000227,2402,196.89566689000227,0.0,969.6150197733291,0.0,1432.384980226671,0.0,0.0,100.0
2024-01-04 17:00:00-05:00,226.01542906906008,260.6925888164391,2336,226.01542906906008,0.0,0.0,34.67715974737905,2336.0,0.0,0.0,100.0
2024-01-04 18:00:00-05:00,0.0,260.6660377820642,2278,0.0,0.0,0.0,0.0,2278.0,0.0,260.6660377820642,94.23305226145877
2024-01-04 19:00:00-05:00,0.0,235.10691489433702,2189,0.0,0.0,0.0,0.0,2189.0,0.0,235.10691489433702,89.03157184344246
2024-01-04 20:00:00-05:00,0.0,195.24541903036993,2170,0.0,0.0,0.0,0.0,2170.0,0.0,195.24541903036993,84.71198292684136
2024-01-04 21:00:00-05:00,0.0,156.52121550483008,2038,0.0,0.0,0.0,0.0,2038.0,0.0,156.52121550483008,81.2491241767345
2024-01-04 22:00:00-05:00,0.0,131.5842142778584,1205,0.0,0.0,0.0,0.0,1205.0,0.0,131.5842142778584,78.33796899359604
2024-01-04 23:00:00-05:00,0.0,104.90616441669282,729,0.0,0.0,0.0,104.90616441669282,729.0,0.0,0.0,78.33796899359604
2024-01-05 00:00:00-05:00,0.0,66.02220703436339,649,0.0,0.0,0.0,66.02220703436339,649.0,0.0,0.0,78.33796899359604
2024-01-05 01:00:00-05:00,0.0,39.341357111174645,608,0.0,0.0,0.0,39.341357111174645,608.0,0.0,0.0,78.33796899359604
2024-01-05 02:00:00-05:00,0.0,39.551652504379724,595,0.0,0.0,0.0,39.551652504379724,595.0,0.0,0.0,78.33796899359604
2024-01-05 03:00:00-05:00,0.0,39.50832982184527,584,0.0,0.0,0.0,39.50832982184527,584.0,0.0,0.0,78.33796899359604
2024-01-05 04:00:00-05:00,0.0,39.9578874319407,574,0.0,0.0,0.0,39.9578874319407,574.0,0.0,0.0,78.33796899359604
2024-01-05 05:00:00-05:00,0.0,39.639757862874816,536,0.0,0.0,0.0,39.639757862874816,536.0,0.0,0.0,78.33796899359604
2024-01-05 06:00:00-05:00,163.56442540978244,52.27617387253193,615,52.27617387253193,111.28825153725052,0.0,0.0,615.0,111.28825153725052,0.0,80.80009845238477
2024-01-05 07:00:00-05:00,838.1014472210934,79.5879660802911,666,79.5879660802911,758.5134811408022,0.0,0.0,666.0,758.5134811408022,0.0,97.5813701590397
2024-01-05 08:00:00-05:00,1317.063036572268,92.10691055653258,900,92.10691055653258,109.32206881140587,1115.6340572043296,0.0,0.0,109.32206881140587,0.0,100.0
2024-01-05 09:00:00-05:00,1804.006288519774,129.671620731761,1192,129.671620731761,0.0,1674.334667788013,0.0,0.0,0.0,0.0,100.0
2024-01-05 10:00:00-05:00,2154.6764451030213,157.94054949975907,1735,157.94054949975907,0.0,1996.7358956032622,0.0,0.0,0.0,0.0,100.0
2024-01-05 11:00:00-05:00,2886.6894777785838,144.5269610478042,2133,144.5269610478042,0.0,2742.1625167307793,0.0,0.0,0.0,0.0,100.0
2024-01-05 12:00:00-05:00,2886.6894777785838,129.85722082538192,2195,129.85722082538192,0.0,2756.832256953202,0.0,0.0,0.0,0.0,100.0
2024-01-05 13:00:00-05:00,2886.6894777785838,143.57621355282947,2277,143.57621355282947,0.0,2743.1132642257544,0.0,0.0,0.0,0.0,100.0
2024-01-05 14:00:00-05:00,2444.4787644664216,159.36325672009215,2329,159.36325672009215,0.0,2285.1155077463295,0.0,43.88449225367049,0.0,0.0,100.0
2024-01-05 15:00:00-05:00,2104.99636225519,171.29274761010046,2391,171.29274761010046,0.0,1933.7036146450896,0.0,457.2963853549104,0.0,0.0,100.0
2024-01-05 16:00:00-05:00,1205.7639325936625,197.6514905818285,2381,197.6514905818285,0.0,1008.112442011834,0.0,1372.887557988166,0.0,0.0,100.0
2024-01-05 17:00:00-05:00,292.85861137196144,260.2025937415843,2330,260.2025937415843,0.0,32.656017630377164,0.0,2297.3439823696226,0.0,0.0,100.0
2024-01-05 18:00:00-05:00,0.0,263.6820916387512,2306,0.0,0.0,0.0,0.0,2306.0,0.0,263.6820916387512,94.16632540622231
2024-01-05 19:00:00-05:00,0.0,237.8784623118501,2274,0.0,0.0,0.0,0.0,2274.0,0.0,237.8784623118501,88.90352756746456
2024-01-05 20:00:00-05:00,0.0,195.92756141759713,2229,0.0,0.0,0.0,0.0,2229.0,0.0,195.92756141759713,84.56884700512835
2024-01-05 21:00:00-05:00,0.0,157.8848094294571,2071,0.0,0.0,0.0,0.0,2071.0,0.0,157.8848094294571,81.07582024783947
2024-01-05 22:00:00-05:00,0.0,130.20928505632403,1193,0.0,0.0,0.0,0.0,1193.0,0.0,130.20928505632403,78.19508385278804
2024-01-05 23:00:00-05:00,0.0,106.05967497764924,628,0.0,0.0,0.0,106.05967497764924,628.0,0.0,0.0,78.19508385278804
2024-01-06 00:00:00-05:00,0.0,46.077448246715115,563,0.0,0.0,0.0,46.077448246715115,563.0,0.0,0.0,78.19508385278804
2024-01-06 01:00:00-05:00,0.0,27.608448989584623,573,0.0,0.0,0.0,27.608448989584623,573.0,0.0,0.0,78.19508385278804
2024-01-06 02:00:00-05:00,0.0,28.067764161675175,570,0.0,0.0,0.0,28.067764161675175,570.0,0.0,0.0,78.19508385278804
2024-01-06 03:00:00-05:00,0.0,27.818305794285383,556,0.0,0.0,0.0,27.818305794285383,556.0,0.0,0.0,78.19508385278804
2024-01-06 04:00:00-05:00,0.0,27.831355905077604,539,0.0,0.0,0.0,27.831355905077604,539.0,0.0,0.0,78.19508385278804
2024-01-06 05:00:00-05:00,0.0,27.745992712533738,526,0.0,0.0,0.0,27.745992712533738,526.0,0.0,0.0,78.19508385278804
2024-01-06 06:00:00-05:00,64.86075138887686,36.91178764260729,557,36.91178764260729,27.948963746269577,0.0,0.0,557.0,27.948963746269577,0.0,78.81342375867897
2024-01-06 07:00:00-05:00,393.2997525623229,55.17398237122837,650,55.17398237122837,338.12577019109455,0.0,0.0,650.0,338.12577019109455,0.0,86.29408239122532
2024-01-06 08:00:00-05:00,397.9402141875786,64.64906434895835,899,64.64906434895835,333.29114983862024,0.0,0.0,899.0,333.29114983862024,0.0,93.66778039650453
2024-01-06 09:00:00-05:00,995.9387460013652,93.80528606396047,1164,93.80528606396047,286.21632607799575,615.917133859409,0.0,548.082866140591,286.21632607799575,0.0,100.0
2024-01-06 10:00:00-05:00,2886.6894777785838,109.71790377033216,1827,109.71790377033216,0.0,2776.9715740082515,0.0,0.0,0.0,0.0,100.0
2024-01-06 11:00:00-05:00,1968.144881245895,102.20774794152686,2291,102.20774794152686,0.0,1865.9371333043682,0.0,425.0628666956318,0.0,0.0,100.0
2024-01-06 12:00:00-05:00,2886.6894777785838,93.34251362030919,2398,93.34251362030919,0.0,2793.3469641582747,0.0,0.0,0.0,0.0,100.0
2024-01-06 13:00:00-05:00,2886.6894777785838,101.46922435530261,2380,101.46922435530261,0.0,2785.220253423281,0.0,0.0,0.0,0.0,100.0
2024-01-06 14:00:00-05:00,2886.6894777785838,109.84796962047896,2422,109.84796962047896,0.0,2776.8415081581047,0.0,0.0,0.0,0.0,100.0
2024-01-06 15:00:00-05:00,2574.552817741393,120.44568071564208,2469,120.44568071564208,0.0,2454.107137025751,0.0,14.892862974249056,0.0,0.0,100.0
2024-01-06 16:00:00-05:00,1397.111224662194,137.88926789836486,2459,137.88926789836486,0.0,1259.2219567638292,0.0,1199.7780432361708,0.0,0.0,100.0
2024-01-06 17:00:00-05:00,265.11660057534624,185.9796631375876,2442,185.9796631375876,0.0,79.13693743775863,0.0,2362.8630625622413,0.0,0.0,100.0
2024-01-06 18:00:00-05:00,0.0,186.4520101023204,2391,0.0,0.0,0.0,0.0,2391.0,0.0,186.4520101023204,95.87495552870973
2024-01-06 19:00:00-05:00,0.0,167.7945593175037,2302,0.0,0.0,0.0,0.0,2302.0,0.0,167.7945593175037,92.16268651726052
2024-01-06 20:00:00-05:00,0.0,140.032539381454,2274,0.0,0.0,0.0,0.0,2274.0,0.0,140.032539381454,89.06462148669738
2024-01-06 21:00:00-05:00,0.0,111.44755264361639,2100,0.0,0.0,0.0,0.0,2100.0,0.0,111.44755264361639,86.59896766714834
2024-01-06 22:00:00-05:00,0.0,92.46835152847692,1265,0.0,0.0,0.0,0.0,1265.0,0.0,92.46835152847692,84.55320767758026
2024-01-06 23:00:00-05:00,0.0,73.85719065210127,769,0.0,0.0,0.0,73.85719065210127,769.0,0.0,0.0,84.55320767758026
2024-01-07 00:00:00-05:00,0.0,45.68828767225356,642,0.0,0.0,0.0,45.68828767225356,642.0,0.0,0.0,84.55320767758026
2024-01-07 01:00:00-05:00,0.0,27.33049799859373,583,0.0,0.0,0.0,27.33049799859373,583.0,0.0,0.0,84.55320767758026
2024-01-07 02:00:00-05:00,0.0,27.593588925289765,585,0.0,0.0,0.0,27.593588925289765,585.0,0.0,0.0,84.55320767758026
2024-01-07 03:00:00-05:00,0.0,27.506371609161416,573,0.0,0.0,0.0,27.506371609161416,573.0,0.0,0.0,84.55320767758026
2024-01-07 04:00:00-05:00,0.0,27.187327269829662,577,0.0,0.0,0.0,27.187327269829662,577.0,0.0,0.0,84.55320767758026
2024-01-07 05:00:00-05:00,0.0,27.62370191124631,543,0.0,0.0,0.0,27.62370191124631,543.0,0.0,0.0,84.55320767758026
2024-01-07 06:00:00-05:00,132.39727076438788,36.55290764594938,570,36.55290764594938,95.84436311843851,0.0,0.0,570.0,95.84436311843851,0.0,86.67365818905014
2024-01-07 07:00:00-05:00,832.5644277978456,54.508097021946874,614,54.508097021946874,602.3506498549336,175.70568092096505,0.0,438.29431907903495,602.3506498549336,0.0,100.0
2024-01-07 08:00:00-05:00,1396.0348395195683,64.20946482257926,756,64.20946482257926,0.0,1331.825374696989,0.0,0.0,0.0,0.0,100.0
2024-01-07 09:00:00-05:00,2130.095034792533,91.94016929369371,1189,91.94016929369371,0.0,2038.1548654988394,0.0,0.0,0.0,0.0,100.0
2024-01-07 10:00:00-05:00,1800.065475538862,110.32782380191483,1996,110.32782380191483,0.0,1689.7376517369473,0.0,306.2623482630527,0.0,0.0,100.0
2024-01-07 11:00:00-05:00,1279.850799746641,100.37093722249512,2484,100.37093722249512,0.0,1179.479862524146,0.0,1304.520137475854,0.0,0.0,100.0
2024-01-07 12:00:00-05:00,2886.6894777785838,90.8238490144306,2465,90.8238490144306,0.0,2795.8656287641534,0.0,0.0,0.0,0.0,100.0
2024-01-07 13:00:00-05:00,2886.6894777785838,100.67656749251121,2486,100.67656749251121,0.0,2786.0129102860724,0.0,0.0,0.0,0.0,100.0
2024-01-07 14:00:00-05:00,2886.6894777785838,110.73208589280479,2268,110.73208589280479,0.0,2775.957391885779,0.0,0.0,0.0,0.0,100.0
2024-01-07 15:00:00-05:00,2571.0138267559355,119.01973845919984,2215,119.01973845919984,0.0,2451.9940882967358,0.0,0.0,0.0,0.0,100.0
2024-01-07 16:00:00-05:00,1212.68798182083,138.19199469682795,2174,138.19199469682795,0.0,1074.4959871240019,0.0,1099.5040128759981,0.0,0.0,100.0
2024-01-07 17:00:00-05:00,280.58524771451886,185.74996208610114,2132,185.74996208610114,0.0,94.83528562841772,0.0,2037.1647143715822,0.0,0.0,100.0
2024-01-07 18:00:00-05:00,0.0,182.39975936045664,2137,0.0,0.0,0.0,0.0,2137.0,0.0,182.39975936045664,95.96460709379521
2024-01-07 19:00:00-05:00,0.0,164.53351778560645,2137,0.0,0.0,0.0,0.0,2137.0,0.0,164.53351778560645,92.3244850188924
2024-01-07 20:00:00-05:00,0.0,138.41752082412145,2048,0.0,0.0,0.0,0.0,2048.0,0.0,138.41752082412145,89.2621504873853
2024-01-07 21:00:00-05:00,0.0,109.35290688334615,1896,0.0,0.0,0.0,0.0,1896.0,0.0,109.35290688334615,86.84283838819621
2024-01-07 22:00:00-05:00,0.0,90.48563902318438,1047,0.0,0.0,0.0,0.0,1047.0,0.0,90.48563902318438,84.8409437195417
2024-01-07 23:00:00-05:00,0.0,73.21127036074674,676,0.0,0.0,0.0,73.21127036074674,676.0,0.0,0.0,84.8409437195417
2024-01-08 00:00:00-05:00,0.0,65.21592311845441,594,0.0,0.0,0.0,65.21592311845441,594.0,0.0,0.0,84.8409437195417
2024-01-08 01:00:00-05:00,0.0,39.313492036976804,546,0.0,0.0,0.0,39.313492036976804,546.0,0.0,0.0,84.8409437195417
2024-01-08 02:00:00-05:00,0.0,39.741790747108176,553,0.0,0.0,0.0,39.741790747108176,553.0,0.0,0.0,84.8409437195417
2024-01-08 03:00:00-05:00,0.0,39.28455166383708,526,0.0,0.0,0.0,39.28455166383708,526.0,0.0,0.0,84.8409437195417
2024-01-08 04:00:00-05:00,0.0,39.54966936665333,525,0.0,0.0,0.0,39.54966936665333,525.0,0.0,0.0,84.8409437195417
2024-01-08 05:00:00-05:00,0.0,39.04411757957101,502,0.0,0.0,0.0,39.04411757957101,502.0,0.0,0.0,84.8409437195417
2024-01-08 06:00:00-05:00,98.37906062941806,51.645074590152916,577,51.645074590152916,46.73398603926515,0.0,0.0,577.0,46.73398603926515,0.0,85.87488146377322
2024-01-08 07:00:00-05:00,766.7532759431532,78.5239959793092,753,78.5239959793092,638.4553578374504,49.773922126393586,0.0,703.2260778736064,638.4553578374504,0.0,100.0
2024-01-08 08:00:00-05:00,1739.094187361325,91.64372433080337,1014,91.64372433080337,0.0,1647.4504630305219,0.0,0.0,0.0,0.0,100.0
2024-01-08 09:00:00-05:00,2886.6894777785838,130.23196931230905,1174,130.23196931230905,0.0,2756.4575084662747,0.0,0.0,0.0,0.0,100.0
2024-01-08 10:00:00-05:00,2886.6894777785838,159.4141066061718,1783,159.4141066061718,0.0,2727.2753711724117,0.0,0.0,0.0,0.0,100.0
2024-01-08 11:00:00-05:00,2886.6894777785838,144.02098872981927,2198,144.02098872981927,0.0,2742.6684890487645,0.0,0.0,0.0,0.0,100.0
2024-01-08 12:00:00-05:00,2886.6894777785838,131.11629794619225,2230,131.11629794619225,0.0,2755.5731798323914,0.0,0.0,0.0,0.0,100.0
