socket_id,mean_power_kw,max_power_kw,total_energy_kwh
MOTO_17_SOCKET_1,0.8898569558294024,2.491362923869704,7795.146933065565
MOTO_17_SOCKET_2,0.8931228402401087,2.510661421295232,7823.756080503352
MOTO_17_SOCKET_3,0.8891227871479358,2.4735334064080114,7788.7156154159175
MOTO_18_SOCKET_0,0.8842175662205571,2.503193529105143,7745.74588009208
MOTO_18_SOCKET_1,0.8855036244166792,2.4692787164043133,7757.01174989011
MOTO_18_SOCKET_2,0.8912259079863751,2.5152648027833964,7807.138953960646
MOTO_18_SOCKET_3,0.893879498235131,2.48144055955618,7830.384404539748
MOTO_19_SOCKET_0,0.8931277713550226,2.4715434217214103,7823.799277069998
MOTO_19_SOCKET_1,0.887657240646635,2.480178351212302,7775.877428064522
MOTO_19_SOCKET_2,0.8934526267142456,2.511253351450833,7826.645010016792
MOTO_19_SOCKET_3,0.8969432389453762,2.5108274815678637,7857.222773161496
MOTO_20_SOCKET_0,0.8872371779660689,2.491367185937925,7772.197678982764
MOTO_20_SOCKET_1,0.8990187533384192,2.506766061188379,7875.404279244552
MOTO_20_SOCKET_2,0.8931244146582257,2.508118550852105,7823.7698724060565
MOTO_20_SOCKET_3,0.891348112313213,2.4893105826823856,7808.209463863745
MOTO_21_SOCKET_0,0.8884967818823615,2.4935534898389515,7783.231809289487
MOTO_21_SOCKET_1,0.8911976066104959,2.5045511436362258,7806.891033907944
MOTO_21_SOCKET_2,0.8897962039215535,2.5019857472106253,7794.614746352809
MOTO_21_SOCKET_3,0.8941175455185028,2.4453081166112964,7832.469698742084
MOTO_22_SOCKET_0,0.8924695064433468,2.499314273489548,7818.032876443718
MOTO_22_SOCKET_1,0.8918581299732706,2.5134760983255653,7812.677218565851
MOTO_22_SOCKET_2,0.8962379125609148,2.480219744745643,7851.044114033613
MOTO_22_SOCKET_3,0.896558887045176,2.521636244207061,7853.855850515742
MOTO_23_SOCKET_0,0.891357464279268,2.5110874084733865,7808.291387086388
MOTO_23_SOCKET_1,0.8900272602000567,2.492858859099364,7796.638799352497
MOTO_23_SOCKET_2,0.8930079681531429,2.4822200575491005,7822.749801021531
MOTO_23_SOCKET_3,0.8856560408444927,2.502568876057022,7758.346917797756
MOTO_24_SOCKET_0,0.8933800450468913,2.505495331994819,7826.009194610768
MOTO_24_SOCKET_1,0.8895966744243874,2.4800740908024257,7792.866867957633
MOTO_24_SOCKET_2,0.892078225432784,2.503482378274975,7814.605254791189
MOTO_24_SOCKET_3,0.8954889485587556,2.495609072131229,7844.4831893747
MOTO_25_SOCKET_0,0.8926584695026578,2.5184615428211043,7819.688192843282
MOTO_25_SOCKET_1,0.8910799187858363,2.4943256737300645,7805.860088563925
MOTO_25_SOCKET_2,0.888702328233911,2.502726333941849,7785.032395329061
MOTO_25_SOCKET_3,0.884399191478404,2.4849597368756364,7747.336917350819
MOTO_26_SOCKET_0,0.8887791855103991,2.5076308080463825,7785.7056650710965
MOTO_26_SOCKET_1,0.8965833109965199,2.4903910130426676,7854.069804329514
MOTO_26_SOCKET_2,0.8902572309050945,2.516076296806164,7798.653342728628
MOTO_26_SOCKET_3,0.886617433530607,2.497546154875842,7766.768717728117
MOTO_27_SOCKET_0,0.8903570440925873,2.5005028345062237,7799.527706251065
MOTO_27_SOCKET_1,0.8903180194285968,2.495846552879197,7799.185850194508
MOTO_27_SOCKET_2,0.895890233996099,2.5067885232285025,7847.9984498058275
MOTO_27_SOCKET_3,0.8948512029539422,2.499724504047166,7838.896537876533
MOTOTAXI_00_SOCKET_0,1.063810191572472,2.978960630373736,9318.977278174854
MOTOTAXI_00_SOCKET_1,1.0698139428915983,2.984950547808798,9371.5701397304
MOTOTAXI_00_SOCKET_2,1.0693757507825927,3.006805557342239,9367.731576855513
MOTOTAXI_00_SOCKET_3,1.0730706327592447,2.9841244979186206,9400.098742970984
MOTOTAXI_01_SOCKET_0,1.0688875901040278,3.0045294578865724,9363.455289311283
MOTOTAXI_01_SOCKET_1,1.067284599146928,2.974590345553483,9349.41308852709
MOTOTAXI_01_SOCKET_2,1.0644725866402664,3.026498961474021,9324.779858968734
MOTOTAXI_01_SOCKET_3,1.074008451371976,2.996170685446372,9408.314034018511
MOTOTAXI_02_SOCKET_0,1.0711849526453228,2.9945783658934175,9383.580185173027
MOTOTAXI_02_SOCKET_1,1.0687876708991633,2.989445099174276,9362.57999707667
MOTOTAXI_02_SOCKET_2,1.0667110099453765,2.9726314728855114,9344.388447121499
MOTOTAXI_02_SOCKET_3,1.069431918172405,3.0135128906951745,9368.223603190268
MOTOTAXI_03_SOCKET_0,1.0650030280734744,2.975782333605705,9329.426525923636
MOTOTAXI_03_SOCKET_1,1.072881027017163,3.014979711820901,9398.437796670347
MOTOTAXI_03_SOCKET_2,1.071865816510928,3.0226141840251035,9389.544552635729
MOTOTAXI_03_SOCKET_3,1.0656640575476968,2.9814915722617106,9335.217144117823
